"school_id","year","name","enrollment","low_income","income_label"
"610033",2017,"LaSalle Elementary Language Academy",563.0,174.0,"Free/Reduced Lunch"
"610325",2017,"Logandale Middle School",777.0,722.0,"Free/Reduced Lunch"
"609809",2017,"Lorenz Brentano Math & Science Academy ES",475.0,333.0,"Free/Reduced Lunch"
"610094",2017,"Louis Nettelhorst Elementary School",822.0,183.0,"Free/Reduced Lunch"
"609774",2017,"Louisa May Alcott College Preparatory ES",640.0,80.0,"Free/Reduced Lunch"
"610524",2017,"Louisa May Alcott College Preparatory HS",331.0,263.0,"Free/Reduced Lunch"
"610059",2017,"Oscar F Mayer Elementary School",730.0,105.0,"Free/Reduced Lunch"
"609853",2017,"Salmon P Chase Elementary School",458.0,408.0,"Free/Reduced Lunch"
"609968",2017,"Sharon Christa McAuliffe Elementary School",764.0,669.0,"Free/Reduced Lunch"
"610095",2017,"Walter L Newberry Math & Science Academy ES",574.0,339.0,"Free/Reduced Lunch"
"610136",2017,"William H Prescott Elementary School",375.0,154.0,"Free/Reduced Lunch"
"610097",2017,"William P Nixon Elementary School",883.0,847.0,"Free/Reduced Lunch"
"610088",2017,"Wolfgang A Mozart Elementary School",710.0,677.0,"Free/Reduced Lunch"
"610334",2017,"Al Raby High School",416.0,407.0,"Free/Reduced Lunch"
"610342",2017,"Albert R Sabin Elementary Magnet School",602.0,518.0,"Free/Reduced Lunch"
"610131",2017,"Ambrose Plamondon Elementary School",144.0,139.0,"Free/Reduced Lunch"
"610005",2017,"Charles Evans Hughes Elementary School",275.0,262.0,"Free/Reduced Lunch"
"610194",2017,"Charles Sumner  Math & Science Community Acad ES",267.0,248.0,"Free/Reduced Lunch"
"609863",2017,"Christopher Columbus Elementary School",294.0,221.0,"Free/Reduced Lunch"
"609873",2017,"Crown Community Academy of Fine Arts Center ES",305.0,271.0,"Free/Reduced Lunch"
"609835",2017,"Daniel R Cameron Elementary School",783.0,758.0,"Free/Reduced Lunch"
"610221",2017,"Daniel Webster Elementary School",311.0,228.0,"Free/Reduced Lunch"
"610503",2017,"Frazier Prospective IB Magnet ES",252.0,218.0,"Free/Reduced Lunch"
"609854",2017,"Frederic Chopin Elementary School",461.0,404.0,"Free/Reduced Lunch"
"610293",2017,"Genevieve Melody Elementary School",509.0,495.0,"Free/Reduced Lunch"
"610202",2017,"George W Tilton Elementary School",346.0,307.0,"Free/Reduced Lunch"
"609693",2017,"George Westinghouse College Prep",1150.0,921.0,"Free/Reduced Lunch"
"610192",2017,"Harriet Beecher Stowe Elementary School",692.0,665.0,"Free/Reduced Lunch"
"609985",2017,"Helen M Hefferan Elementary School",368.0,357.0,"Free/Reduced Lunch"
"609797",2017,"Jacob Beidler Elementary School",482.0,418.0,"Free/Reduced Lunch"
"610044",2017,"James Russell Lowell Elementary School",509.0,481.0,"Free/Reduced Lunch"
"610271",2017,"Jensen Elementary Scholastic Academy",450.0,403.0,"Free/Reduced Lunch"
"609723",2017,"John Marshall Metropolitan High School",370.0,365.0,"Free/Reduced Lunch"
"609954",2017,"John Milton Gregory Elementary School",356.0,342.0,"Free/Reduced Lunch"
"610313",2017,"Jose De Diego Elementary Community Academy",656.0,565.0,"Free/Reduced Lunch"
"609925",2017,"Joseph Kellman Corporate Community ES",347.0,301.0,"Free/Reduced Lunch"
"610133",2017,"Laura S Ward Elementary School",513.0,460.0,"Free/Reduced Lunch"
"610034",2017,"Lawndale Elementary Community Academy",301.0,299.0,"Free/Reduced Lunch"
"609907",2017,"Leif Ericson Elementary Scholastic Academy",467.0,405.0,"Free/Reduced Lunch"
"609722",2017,"Manley Career Academy High School",177.0,156.0,"Free/Reduced Lunch"
"610055",2017,"Michael Faraday Elementary School",306.0,305.0,"Free/Reduced Lunch"
"609691",2017,"North-Grand High School",961.0,905.0,"Free/Reduced Lunch"
"610234",2017,"Richard Yates Elementary School",508.0,461.0,"Free/Reduced Lunch"
"610056",2017,"Roswell B Mason Elementary School",370.0,331.0,"Free/Reduced Lunch"
"610100",2017,"West Park Elementary Academy",648.0,568.0,"Free/Reduced Lunch"
"610251",2017,"Willa Cather Elementary School",394.0,357.0,"Free/Reduced Lunch"
"610123",2017,"William Penn Elementary School",362.0,331.0,"Free/Reduced Lunch"
"610229",2017,"A.N. Pritzker School",747.0,359.0,"Free/Reduced Lunch"
"609947",2017,"Alexander Graham Elementary School",449.0,394.0,"Free/Reduced Lunch"
"610060",2017,"Andrew Jackson Elementary Language Academy",561.0,235.0,"Free/Reduced Lunch"
"609996",2017,"Charles N Holden Elementary School",498.0,427.0,"Free/Reduced Lunch"
"610012",2017,"Edward Jenner Elementary Academy of the Arts",238.0,228.0,"Free/Reduced Lunch"
"610009",2017,"Galileo Math & Science Scholastic Academy ES",577.0,343.0,"Free/Reduced Lunch"
"610062",2017,"George B McClellan Elementary School",366.0,324.0,"Free/Reduced Lunch"
"610107",2017,"James Otis Elementary School",497.0,446.0,"Free/Reduced Lunch"
"610217",2017,"James Ward Elementary School",558.0,403.0,"Free/Reduced Lunch"
"609959",2017,"John Charles Haines Elementary School",671.0,553.0,"Free/Reduced Lunch"
"610180",2017,"John M Smyth Elementary School",436.0,399.0,"Free/Reduced Lunch"
"609828",2017,"Jonathan Burr Elementary School",445.0,172.0,"Free/Reduced Lunch"
"610081",2017,"Mark Sheridan Math & Science Academy",563.0,264.0,"Free/Reduced Lunch"
"610529",2017,"Ogden International High School",716.0,370.0,"Free/Reduced Lunch"
"609777",2017,"Phillip D Armour Elementary School",274.0,232.0,"Free/Reduced Lunch"
"610138",2017,"Pulaski International School of Chicago",911.0,681.0,"Free/Reduced Lunch"
"609769",2017,"Ray Graham Training Center High School",119.0,109.0,"Free/Reduced Lunch"
"610561",2017,"Richard T Crane Medical Preparatory HS",590.0,511.0,"Free/Reduced Lunch"
"609979",2017,"Robert Healy Elementary School",1472.0,1254.0,"Free/Reduced Lunch"
"610252",2017,"Robert Nathaniel Dett Elementary School",309.0,299.0,"Free/Reduced Lunch"
"610029",2017,"Rodolfo Lozano Bilingual & International Ctr ES",232.0,203.0,"Free/Reduced Lunch"
"610250",2017,"Rueben Salazar Elementary Bilingual Center",366.0,290.0,"Free/Reduced Lunch"
"609750",2017,"Simpson Academy HS for Young Women",64.0,63.0,"Free/Reduced Lunch"
"610548",2017,"STEM Magnet Academy",461.0,155.0,"Free/Reduced Lunch"
"610405",2017,"Suder Montessori Magnet ES",411.0,207.0,"Free/Reduced Lunch"
"609896",2017,"Thomas Drummond Elementary School",353.0,99.0,"Free/Reduced Lunch"
"610121",2017,"Washington Irving Elementary School",478.0,421.0,"Free/Reduced Lunch"
"610101",2017,"William B Ogden Elementary School",836.0,173.0,"Free/Reduced Lunch"
"609812",2017,"William H Brown Elementary School",286.0,249.0,"Free/Reduced Lunch"
"610308",2017,"Wilma Rudolph Elementary Learning Center",93.0,70.0,"Free/Reduced Lunch"
"609966",2017,"Charles G Hammond Elementary School",458.0,436.0,"Free/Reduced Lunch"
"610063",2017,"Cyrus H McCormick Elementary School",794.0,691.0,"Free/Reduced Lunch"
"609870",2017,"Daniel J Corkery Elementary School",544.0,462.0,"Free/Reduced Lunch"
"609704",2017,"David G Farragut Career Academy High School",843.0,809.0,"Free/Reduced Lunch"
"610227",2017,"Eli Whitney Elementary School",1035.0,936.0,"Free/Reduced Lunch"
"610215",2017,"Francisco I Madero Middle School",336.0,327.0,"Free/Reduced Lunch"
"609920",2017,"Gerald Delgado Kanoon Elementary Magnet School",660.0,649.0,"Free/Reduced Lunch"
"610383",2017,"Greater Lawndale High School For Social Justice",304.0,288.0,"Free/Reduced Lunch"
"610384",2017,"Infinity Math Science and Technology High School",409.0,387.0,"Free/Reduced Lunch"
"610125",2017,"Irma C Ruiz Elementary School",773.0,661.0,"Free/Reduced Lunch"
"610216",2017,"John A Walsh Elementary School",365.0,314.0,"Free/Reduced Lunch"
"610228",2017,"John Greenleaf Whittier Elementary School",269.0,241.0,"Free/Reduced Lunch"
"610184",2017,"John Spry Elementary Community School",596.0,520.0,"Free/Reduced Lunch"
"609950",2017,"Josefa Ortiz De Dominguez Elementary School",596.0,516.0,"Free/Reduced Lunch"
"609938",2017,"Joseph E Gary Elementary School",1118.0,1047.0,"Free/Reduced Lunch"
"610015",2017,"Joseph Jungman Elementary School",291.0,267.0,"Free/Reduced Lunch"
"610129",2017,"Josiah Pickard Elementary School",475.0,455.0,"Free/Reduced Lunch"
"610024",2017,"Lazaro Cardenas Elementary School",614.0,594.0,"Free/Reduced Lunch"
"609834",2017,"Little Village Elementary School",834.0,813.0,"Free/Reduced Lunch"
"609872",2017,"Manuel Perez Elementary School",311.0,279.0,"Free/Reduced Lunch"
"610017",2017,"Maria Saucedo Elementary Scholastic Academy",1085.0,972.0,"Free/Reduced Lunch"
"610385",2017,"Multicultural Academy of Scholarship",251.0,245.0,"Free/Reduced Lunch"
"610329",2017,"Orozco Fine Arts & Sciences Elementary School",568.0,497.0,"Free/Reduced Lunch"
"609867",2017,"Peter Cooper Elementary Dual Language Academy",493.0,435.0,"Free/Reduced Lunch"
"610013",2017,"Pilsen Elementary Community Academy",360.0,329.0,"Free/Reduced Lunch"
"609826",2017,"Rosario Castellanos Elementary School",611.0,598.0,"Free/Reduced Lunch"
"610357",2017,"Spry Community Links High School",162.0,157.0,"Free/Reduced Lunch"
"609921",2017,"Telpochcalli Elementary School",288.0,245.0,"Free/Reduced Lunch"
"609967",2017,"William F Finkl Elementary School",428.0,402.0,"Free/Reduced Lunch"
"610392",2017,"World Language Academy High School",340.0,334.0,"Free/Reduced Lunch"
"609993",2017,"Agustin Lara Elementary Academy",474.0,427.0,"Free/Reduced Lunch"
"610563",2017,"Back of the Yards IB HS",1044.0,1010.0,"Free/Reduced Lunch"
"610317",2017,"Brighton Park Elementary School",490.0,449.0,"Free/Reduced Lunch"
"610353",2017,"Calmeca Academy of Fine Arts and Dual Language",807.0,687.0,"Free/Reduced Lunch"
"610170",2017,"Columbia Explorers Elementary Academy",1165.0,1026.0,"Free/Reduced Lunch"
"609909",2017,"Edward Everett Elementary School",200.0,185.0,"Free/Reduced Lunch"
"609735",2017,"Edward Tilden Career Community Academy HS",280.0,265.0,"Free/Reduced Lunch"
"609682",2017,"Ellen H Richards Career Academy High School",252.0,214.0,"Free/Reduced Lunch"
"610319",2017,"Evergreen Academy Middle School",303.0,288.0,"Free/Reduced Lunch"
"609709",2017,"Gage Park High School",336.0,319.0,"Free/Reduced Lunch"
"610532",2017,"Irene C. Hernandez Middle School for the Advancement of Science",1045.0,1009.0,"Free/Reduced Lunch"
"609983",2017,"James Hedges Elementary School",692.0,654.0,"Free/Reduced Lunch"
"610174",2017,"James Shields Elementary School",957.0,930.0,"Free/Reduced Lunch"
"610559",2017,"James Shields Middle School",654.0,641.0,"Free/Reduced Lunch"
"609829",2017,"John C Burroughs Elementary School",481.0,406.0,"Free/Reduced Lunch"
"609964",2017,"John H Hamline Elementary School",610.0,595.0,"Free/Reduced Lunch"
"609694",2017,"John Hancock College Preparatory High School",892.0,805.0,"Free/Reduced Lunch"
"610117",2017,"Louis Pasteur Elementary School",1266.0,1147.0,"Free/Reduced Lunch"
"609756",2017,"Marie Sklodowska Curie Metropolitan High School",2951.0,2722.0,"Free/Reduced Lunch"
"609876",2017,"Nathan S Davis Elementary School",776.0,757.0,"Free/Reduced Lunch"
"609952",2017,"Nathanael Greene Elementary School",554.0,500.0,"Free/Reduced Lunch"
"610239",2017,"Richard J Daley Elementary Academy",612.0,600.0,"Free/Reduced Lunch"
"610157",2017,"Sidney Sawyer Elementary School",1660.0,1521.0,"Free/Reduced Lunch"
"610226",2017,"Socorro Sandoval Elementary School",1014.0,939.0,"Free/Reduced Lunch"
"609715",2017,"Thomas Kelly High School",2075.0,1951.0,"Free/Reduced Lunch"
"610504",2017,"Velma F Thomas Early Childhood Center",161.0,78.0,"Free/Reduced Lunch"
"609855",2017,"Walter S Christopher Elementary School",390.0,337.0,"Free/Reduced Lunch"
"610167",2017,"William H Seward Communication Arts Academy ES",738.0,688.0,"Free/Reduced Lunch"
"610175",2017,"Beulah Shoesmith Elementary School",355.0,266.0,"Free/Reduced Lunch"
"609969",2017,"Bret Harte Elementary School",330.0,236.0,"Free/Reduced Lunch"
"610381",2017,"Bronzeville Scholastic Academy High School",376.0,353.0,"Free/Reduced Lunch"
"610345",2017,"Carter G Woodson South Elementary School",342.0,315.0,"Free/Reduced Lunch"
"610030",2017,"Charles Kozminski Elementary Community Academy",285.0,242.0,"Free/Reduced Lunch"
"610380",2017,"Daniel Hale Williams Prep School of Medicine",237.0,228.0,"Free/Reduced Lunch"
"609751",2017,"Dr  Martin Luther King  Jr  College Prep HS",642.0,488.0,"Free/Reduced Lunch"
"609819",2017,"Edmond Burke Elementary School",435.0,377.0,"Free/Reduced Lunch"
"610246",2017,"Edward Beasley Elementary Magnet Academic Center",1353.0,1090.0,"Free/Reduced Lunch"
"610065",2017,"Emmett Louis Till Math and Science Academy",360.0,353.0,"Free/Reduced Lunch"
"609713",2017,"Hyde Park Academy High School",745.0,720.0,"Free/Reduced Lunch"
"610110",2017,"Ida B Wells Preparatory Elementary Academy",392.0,345.0,"Free/Reduced Lunch"
"610276",2017,"Irvin C Mollison Elementary School",381.0,327.0,"Free/Reduced Lunch"
"610256",2017,"Jackie Robinson Elementary School",130.0,101.0,"Free/Reduced Lunch"
"609891",2017,"James R Doolittle Jr Elementary School",287.0,256.0,"Free/Reduced Lunch"
"610213",2017,"James Wadsworth Elementary School",576.0,480.0,"Free/Reduced Lunch"
"609894",2017,"John B Drake Elementary School",418.0,380.0,"Free/Reduced Lunch"
"609919",2017,"John Fiske Elementary School",464.0,432.0,"Free/Reduced Lunch"
"610126",2017,"John J Pershing Elementary Humanities Magnet",628.0,472.0,"Free/Reduced Lunch"
"609746",2017,"Kenwood Academy High School",1784.0,1073.0,"Free/Reduced Lunch"
"610237",2017,"Ludwig Van Beethoven Elementary School",406.0,404.0,"Free/Reduced Lunch"
"609676",2017,"Paul Laurence Dunbar Career Academy High School",561.0,550.0,"Free/Reduced Lunch"
"610090",2017,"Phillip Murray Elementary Language Academy",520.0,289.0,"Free/Reduced Lunch"
"609987",2017,"Thomas A Hendricks Elementary Community Academy",225.0,213.0,"Free/Reduced Lunch"
"610587",2017,"Walter Henri Dyett High School for the Arts",149.0,131.0,"Free/Reduced Lunch"
"610143",2017,"William C Reavis Math & Science Specialty ES",239.0,232.0,"Free/Reduced Lunch"
"610142",2017,"William H Ray Elementary School",718.0,361.0,"Free/Reduced Lunch"
"609977",2017,"Woodlawn Community Elementary School",195.0,186.0,"Free/Reduced Lunch"
"610185",2017,"Adlai E Stevenson Elementary School",1273.0,1028.0,"Free/Reduced Lunch"
"609788",2017,"Alice L Barnard Computer Math & Science Ctr ES",321.0,233.0,"Free/Reduced Lunch"
"610287",2017,"Ashburn Community Elementary School",507.0,402.0,"Free/Reduced Lunch"
"609871",2017,"Barbara Vick Early Childhood & Family Center",336.0,185.0,"Free/Reduced Lunch"
"610087",2017,"Blair Early Childhood Center",154.0,97.0,"Free/Reduced Lunch"
"609839",2017,"Carroll-Rosenwald Specialty Elementary School",502.0,420.0,"Free/Reduced Lunch"
"609879",2017,"Charles Gates Dawes Elementary School",1045.0,985.0,"Free/Reduced Lunch"
"610347",2017,"Claremont Academy Elementary School",434.0,419.0,"Free/Reduced Lunch"
"610077",2017,"Donald Morrill Math & Science Elementary School",753.0,723.0,"Free/Reduced Lunch"
"610352",2017,"Durkin Park Elementary School",712.0,568.0,"Free/Reduced Lunch"
"610006",2017,"Edward N Hurley Elementary School",866.0,748.0,"Free/Reduced Lunch"
"610195",2017,"Elizabeth H Sutherland Elementary School",616.0,201.0,"Free/Reduced Lunch"
"609908",2017,"Esmond Elementary School",321.0,278.0,"Free/Reduced Lunch"
"610057",2017,"Fairfield Elementary Academy",592.0,563.0,"Free/Reduced Lunch"
"610067",2017,"Francis M McKay Elementary School",813.0,758.0,"Free/Reduced Lunch"
"609849",2017,"George F Cassell Elementary School",410.0,93.0,"Free/Reduced Lunch"
"609741",2017,"Gurdon S Hubbard High School",1772.0,1681.0,"Free/Reduced Lunch"
"609861",2017,"Henry R Clissold Elementary School",516.0,226.0,"Free/Reduced Lunch"
"609893",2017,"John C Dore Elementary School",737.0,375.0,"Free/Reduced Lunch"
"609898",2017,"John F Eberhart Elementary School",1423.0,1367.0,"Free/Reduced Lunch"
"609718",2017,"John F Kennedy High School",1658.0,1259.0,"Free/Reduced Lunch"
"610207",2017,"John H Vanderpoel Elementary Magnet School",287.0,201.0,"Free/Reduced Lunch"
"610016",2017,"Kate S Kellogg Elementary School",250.0,91.0,"Free/Reduced Lunch"
"609807",2017,"Lionel Hampton Fine & Performing Arts ES",563.0,503.0,"Free/Reduced Lunch"
"610544",2017,"Mariano Azuela Elementary School",948.0,814.0,"Free/Reduced Lunch"
"610206",2017,"Mark Twain Elementary School",1147.0,900.0,"Free/Reduced Lunch"
"609832",2017,"Michael M Byrne Elementary School",654.0,368.0,"Free/Reduced Lunch"
"609725",2017,"Morgan Park High School",1420.0,1216.0,"Free/Reduced Lunch"
"609960",2017,"Nathan Hale Elementary School",974.0,651.0,"Free/Reduced Lunch"
"609981",2017,"Phoebe Apperson Hearst Elementary School",359.0,327.0,"Free/Reduced Lunch"
"609956",2017,"Robert L Grimes Elementary School",467.0,387.0,"Free/Reduced Lunch"
"610558",2017,"Sarah E. Goode STEM Academy",861.0,727.0,"Free/Reduced Lunch"
"610109",2017,"William Bishop Owen Scholastic Academy ES",263.0,154.0,"Free/Reduced Lunch"
"609698",2017,"William J Bogan High School",798.0,738.0,"Free/Reduced Lunch"
"609869",2017,"Anna R. Langford Community Academy",316.0,310.0,"Free/Reduced Lunch"
"610037",2017,"Arthur A Libby Elementary School",375.0,367.0,"Free/Reduced Lunch"
"609941",2017,"Asa Philip Randolph Elementary School",505.0,484.0,"Free/Reduced Lunch"
"610290",2017,"Benjamin E Mays Elementary Academy",423.0,381.0,"Free/Reduced Lunch"
"610238",2017,"Carrie Jacobs Bond Elementary School",321.0,285.0,"Free/Reduced Lunch"
"610366",2017,"Charles H Wacker Elementary School",289.0,217.0,"Free/Reduced Lunch"
"609986",2017,"Charles R Henderson Elementary School",263.0,252.0,"Free/Reduced Lunch"
"609897",2017,"Charles W Earle Elementary School",454.0,423.0,"Free/Reduced Lunch"
"609790",2017,"Clara Barton Elementary School",434.0,413.0,"Free/Reduced Lunch"
"609748",2017,"Consuella B York Alternative HS",270.0,270.0,"Free/Reduced Lunch"
"610223",2017,"Daniel S Wentworth Elementary School",508.0,454.0,"Free/Reduced Lunch"
"610299",2017,"Dr. Martin L. King Jr Academy of Social Justice",235.0,212.0,"Free/Reduced Lunch"
"609924",2017,"Fort Dearborn Elementary School",404.0,374.0,"Free/Reduced Lunch"
"609927",2017,"Foster Park Elementary School",378.0,321.0,"Free/Reduced Lunch"
"610112",2017,"Francis W Parker Elementary Community Academy",563.0,500.0,"Free/Reduced Lunch"
"609768",2017,"Hope College Preparatory High School",136.0,135.0,"Free/Reduced Lunch"
"610173",2017,"Jesse Sherwood Elementary School",334.0,330.0,"Free/Reduced Lunch"
"609864",2017,"John W Cook Elementary School",366.0,340.0,"Free/Reduced Lunch"
"610019",2017,"Joshua D Kershaw Elementary School",278.0,257.0,"Free/Reduced Lunch"
"609793",2017,"Lillian R. Nicholson STEM Academy",519.0,506.0,"Free/Reduced Lunch"
"610108",2017,"Luke O'Toole Elementary School",401.0,392.0,"Free/Reduced Lunch"
"610369",2017,"Mahalia Jackson Elementary School",320.0,283.0,"Free/Reduced Lunch"
"610362",2017,"Medgar Evers Elementary School",316.0,280.0,"Free/Reduced Lunch"
"609783",2017,"Nancy B Jefferson Alternative HS",259.0,222.0,"Free/Reduced Lunch"
"609692",2017,"Neal F Simeon Career Academy High School",1323.0,1203.0,"Free/Reduced Lunch"
"610300",2017,"Oliver S Westcott Elementary School",422.0,361.0,"Free/Reduced Lunch"
"609997",2017,"Oliver Wendell Holmes Elementary School",212.0,181.0,"Free/Reduced Lunch"
"610003",2017,"Paul Cuffe Math-Science Technology Academy ES",358.0,329.0,"Free/Reduced Lunch"
"609707",2017,"Paul Robeson High School",151.0,151.0,"Free/Reduced Lunch"
"609791",2017,"Perkins Bass Elementary School",449.0,428.0,"Free/Reduced Lunch"
"610102",2017,"Richard J Oglesby Elementary School",466.0,433.0,"Free/Reduced Lunch"
"609929",2017,"Robert Fulton Elementary School",378.0,364.0,"Free/Reduced Lunch"
"610391",2017,"Robert Lindblom Math & Science Academy HS",1294.0,834.0,"Free/Reduced Lunch"
"610027",2017,"Rudyard Kipling Elementary School",310.0,243.0,"Free/Reduced Lunch"
"609805",2017,"Scott Joplin Elementary School",407.0,373.0,"Free/Reduced Lunch"
"610521",2017,"Sir Miles Davis Magnet Elementary Academy",261.0,247.0,"Free/Reduced Lunch"
"609745",2017,"Southside Occupational Academy High School",270.0,230.0,"Free/Reduced Lunch"
"610506",2017,"TEAM Englewood Community Academy High School",160.0,143.0,"Free/Reduced Lunch"
"609895",2017,"Turner-Drew Elementary Language Academy",263.0,189.0,"Free/Reduced Lunch"
"610032",2017,"Wendell E Green Elementary School",379.0,338.0,"Free/Reduced Lunch"
"610153",2017,"William H Ryder Math & Science Specialty ES",395.0,349.0,"Free/Reduced Lunch"
"609711",2017,"William Rainey Harper High School",167.0,166.0,"Free/Reduced Lunch"
"610281",2017,"Adam Clayton Powell Paideia Community Academy ES",565.0,516.0,"Free/Reduced Lunch"
"610316",2017,"Amelia Earhart Options for Knowledge ES",250.0,176.0,"Free/Reduced Lunch"
"610171",2017,"Arnold Mireles Elementary Academy",572.0,552.0,"Free/Reduced Lunch"
"609887",2017,"Arthur Dixon Elementary School",584.0,466.0,"Free/Reduced Lunch"
"610268",2017,"Arthur R Ashe Elementary School",279.0,266.0,"Free/Reduced Lunch"
"609786",2017,"Avalon Park Elementary School",298.0,286.0,"Free/Reduced Lunch"
"610323",2017,"Bowen High School",328.0,292.0,"Free/Reduced Lunch"
"609827",2017,"Burnside Elementary Scholastic Academy",513.0,420.0,"Free/Reduced Lunch"
"609833",2017,"Charles P Caldwell Academy of Math & Science ES",274.0,219.0,"Free/Reduced Lunch"
"609813",2017,"Charles S Brownell Elementary School",211.0,210.0,"Free/Reduced Lunch"
"609674",2017,"Chicago Vocational Career Academy High School",923.0,867.0,"Free/Reduced Lunch"
"609815",2017,"Edward A Bouchet Math & Science Academy ES",603.0,597.0,"Free/Reduced Lunch"
"609862",2017,"Edward Coles Elementary Language Academy",473.0,439.0,"Free/Reduced Lunch"
"609712",2017,"Emil G Hirsch Metropolitan High School",151.0,146.0,"Free/Reduced Lunch"
"609939",2017,"Frank L Gillespie Elementary School",554.0,516.0,"Free/Reduced Lunch"
"610124",2017,"Harold Washington Elementary School",371.0,359.0,"Free/Reduced Lunch"
"610279",2017,"Henry O Tanner Elementary School",346.0,311.0,"Free/Reduced Lunch"
"610052",2017,"Horace Mann Elementary School",390.0,336.0,"Free/Reduced Lunch"
"610066",2017,"James E McDade Elementary Classical School",196.0,64.0,"Free/Reduced Lunch"
"610047",2017,"James Madison Elementary School",230.0,222.0,"Free/Reduced Lunch"
"610200",2017,"James N Thorp Elementary School",336.0,319.0,"Free/Reduced Lunch"
"610093",2017,"Jane A Neil Elementary School",285.0,249.0,"Free/Reduced Lunch"
"609710",2017,"John M Harlan Community Academy High School",484.0,452.0,"Free/Reduced Lunch"
"610130",2017,"John T Pirie Fine Arts & Academic Center ES",287.0,243.0,"Free/Reduced Lunch"
"610218",2017,"Joseph Warren Elementary School",280.0,266.0,"Free/Reduced Lunch"
"610152",2017,"Martha Ruggles Elementary School",405.0,350.0,"Free/Reduced Lunch"
"609961",2017,"Ninos Heroes Elementary Academic Center",373.0,326.0,"Free/Reduced Lunch"
"610115",2017,"Park Manor Elementary School",330.0,330.0,"Free/Reduced Lunch"
"610116",2017,"Parkside Elementary Community Academy",251.0,210.0,"Free/Reduced Lunch"
"610146",2017,"Paul Revere Elementary School",225.0,191.0,"Free/Reduced Lunch"
"610350",2017,"Robert A Black Magnet Elementary School",444.0,365.0,"Free/Reduced Lunch"
"610530",2017,"South Shore Fine Arts Academy",453.0,381.0,"Free/Reduced Lunch"
"610547",2017,"South Shore Intl College Prep High School",591.0,497.0,"Free/Reduced Lunch"
"610178",2017,"Theophilus Schmid Elementary School",215.0,197.0,"Free/Reduced Lunch"
"610002",2017,"Thomas Hoyne Elementary School",250.0,200.0,"Free/Reduced Lunch"
"610193",2017,"William K New Sullivan Elementary School",458.0,453.0,"Free/Reduced Lunch"
"609808",2017,"Alex Haley Elementary Academy",577.0,554.0,"Free/Reduced Lunch"
"609705",2017,"Christian Fenger Academy High School",230.0,223.0,"Free/Reduced Lunch"
"610004",2017,"Countee Cullen Elementary School",172.0,151.0,"Free/Reduced Lunch"
"610198",2017,"Douglas Taylor Elementary School",498.0,445.0,"Free/Reduced Lunch"
"610188",2017,"Dunne Technology Academy",255.0,225.0,"Free/Reduced Lunch"
"610132",2017,"Edgar Allan Poe Elementary Classical School",214.0,84.0,"Free/Reduced Lunch"
"610315",2017,"Edward White Elementary Career Academy",180.0,149.0,"Free/Reduced Lunch"
"609917",2017,"Fernwood Elementary School",304.0,293.0,"Free/Reduced Lunch"
"609800",2017,"Frank I Bennett Elementary School",329.0,300.0,"Free/Reduced Lunch"
"609761",2017,"George H Corliss High School",371.0,345.0,"Free/Reduced Lunch"
"610139",2017,"George M Pullman Elementary School",351.0,331.0,"Free/Reduced Lunch"
"609845",2017,"George Washington Carver Primary School",464.0,461.0,"Free/Reduced Lunch"
"610219",2017,"George Washington Elementary School",887.0,650.0,"Free/Reduced Lunch"
"609739",2017,"George Washington High School",1410.0,1287.0,"Free/Reduced Lunch"
"609726",2017,"Gwendolyn Brooks College Preparatory Academy HS",916.0,658.0,"Free/Reduced Lunch"
"609856",2017,"Henry Clay Elementary School",615.0,516.0,"Free/Reduced Lunch"
"609848",2017,"Ira F Aldridge Elementary School",167.0,155.0,"Free/Reduced Lunch"
"609943",2017,"Jesse Owens Elementary Community Academy",435.0,422.0,"Free/Reduced Lunch"
"610176",2017,"John D Shoop Math-Science Technical Academy ES",475.0,423.0,"Free/Reduced Lunch"
"610054",2017,"John L Marsh Elementary School",799.0,672.0,"Free/Reduced Lunch"
"610225",2017,"John Whistler Elementary School",306.0,259.0,"Free/Reduced Lunch"
"610199",2017,"Johnnie Colemon Elementary Academy",252.0,193.0,"Free/Reduced Lunch"
"610368",2017,"Langston Hughes Elementary School",486.0,399.0,"Free/Reduced Lunch"
"610128",2017,"Marcus Moziah Garvey Elementary School",241.0,228.0,"Free/Reduced Lunch"
"609935",2017,"Matthew Gallistel Elementary Language Academy",884.0,842.0,"Free/Reduced Lunch"
"610208",2017,"Mildred I Lavizzo Elementary School",354.0,329.0,"Free/Reduced Lunch"
"610086",2017,"Mount Vernon Elementary School",260.0,238.0,"Free/Reduced Lunch"
"609811",2017,"Orville T Bright Elementary School",295.0,281.0,"Free/Reduced Lunch"
"609762",2017,"Percy L Julian High School",631.0,603.0,"Free/Reduced Lunch"
"609902",2017,"Ralph H Metcalfe Elementary Community Academy",417.0,407.0,"Free/Reduced Lunch"
"610091",2017,"Ronald Brown Elementary Community Academy",353.0,323.0,"Free/Reduced Lunch"
"610586",2017,"Southeast Area Elementary School",447.0,403.0,"Free/Reduced Lunch"
"610295",2017,"Thomas J Higgins Elementary Community Academy",279.0,235.0,"Free/Reduced Lunch"
"609978",2017,"Wendell Smith Elementary School",374.0,361.0,"Free/Reduced Lunch"
"610364",2017,"William E B Dubois Elementary School",256.0,252.0,"Free/Reduced Lunch"
