school_id,level,subject,tested,proficiency
610586,ES,math,370,5.7
610588,ES,math,854,19
610589,ES,math,290,49.3
610590,ES,math,256,62.5
400013,HS,reading,71.0,4.2
400013,HS,math,71.0,0.0
400022,HS,reading,143.0,32.9
400022,HS,math,143.0,11.9
400032,HS,reading,49.0,4.1
400032,HS,math,49.0,0.0
400033,HS,reading,69.0,2.9
400033,HS,math,69.0,0.0
400034,HS,reading,214.0,20.6
400034,HS,math,214.0,15.4
400035,HS,reading,93.0,32.3
400035,HS,math,93.0,36.6
400051,HS,reading,154.0,16.2
400051,HS,math,154.0,26.0
400052,HS,reading,125.0,5.6
400052,HS,math,125.0,3.2
400053,HS,reading,166.0,16.3
400053,HS,math,166.0,10.8
400054,HS,reading,217.0,26.7
400054,HS,math,217.0,24.4
400055,HS,reading,172.0,8.1
400055,HS,math,172.0,7.6
400056,HS,reading,60.0,6.7
400056,HS,math,60.0,0.0
400057,HS,reading,202.0,14.9
400057,HS,math,202.0,10.4
400058,HS,reading,69.0,0.0
400058,HS,math,69.0,1.4
400059,HS,reading,86.0,2.3
400059,HS,math,86.0,2.3
400061,HS,reading,106.0,2.8
400061,HS,math,106.0,0.0
400062,HS,reading,92.0,2.2
400062,HS,math,92.0,0.0
400064,HS,reading,54.0,1.9
400064,HS,math,54.0,1.9
400066,HS,reading,85.0,2.4
400066,HS,math,85.0,2.4
400077,HS,reading,79.0,11.4
400077,HS,math,79.0,3.8
400085,HS,reading,163.0,6.7
400085,HS,math,163.0,0.6
400086,HS,reading,21.0,4.8
400086,HS,math,21.0,0.0
400091,HS,reading,69.0,0.0
400091,HS,math,69.0,0.0
400094,HS,reading,60.0,8.3
400094,HS,math,60.0,1.7
400097,HS,reading,252.0,9.1
400097,HS,math,252.0,7.5
400098,HS,reading,212.0,13.2
400098,HS,math,212.0,13.2
400104,HS,reading,132.0,6.8
400104,HS,math,132.0,2.3
400105,HS,reading,38.0,7.9
400105,HS,math,38.0,0.0
400106,HS,reading,84.0,3.6
400106,HS,math,84.0,1.2
400117,HS,reading,106.0,8.5
400117,HS,math,106.0,2.8
400118,HS,reading,86.0,3.5
400118,HS,math,86.0,5.8
400119,HS,reading,37.0,0.0
400119,HS,math,37.0,0.0
400121,HS,reading,37.0,10.8
400121,HS,math,37.0,10.8
400123,HS,reading,36.0,0.0
400123,HS,math,36.0,0.0
400124,HS,reading,36.0,0.0
400124,HS,math,36.0,0.0
400125,HS,reading,70.0,1.4
400125,HS,math,69.0,1.4
400126,HS,reading,15.0,0.0
400126,HS,math,15.0,0.0
400128,HS,reading,45.0,2.2
400128,HS,math,44.0,0.0
400129,HS,reading,66.0,1.5
400129,HS,math,66.0,0.0
400130,HS,reading,16.0,0.0
400130,HS,math,16.0,0.0
400131,HS,reading,62.0,0.0
400131,HS,math,62.0,0.0
400133,HS,reading,102.0,1.0
400133,HS,math,102.0,0.0
400135,HS,reading,56.0,0.0
400135,HS,math,56.0,0.0
400136,HS,reading,44.0,11.4
400136,HS,math,44.0,2.3
400137,HS,reading,23.0,0.0
400137,HS,math,23.0,0.0
400139,HS,reading,54.0,0.0
400139,HS,math,54.0,1.9
400141,HS,reading,36.0,8.3
400141,HS,math,36.0,0.0
400143,HS,reading,48.0,6.3
400143,HS,math,48.0,0.0
400144,HS,reading,45.0,0.0
400144,HS,math,45.0,0.0
400145,HS,reading,30.0,0.0
400145,HS,math,30.0,0.0
400147,HS,reading,40.0,7.5
400147,HS,math,40.0,0.0
400149,HS,reading,136.0,2.9
400149,HS,math,136.0,2.2
400150,HS,reading,29.0,3.4
400150,HS,math,29.0,0.0
400156,HS,reading,128.0,5.5
400156,HS,math,128.0,3.9
400157,HS,reading,60.0,10.0
400157,HS,math,60.0,1.7
400161,HS,reading,28.0,0.0
400161,HS,math,28.0,0.0
400162,HS,reading,162.0,16.0
400162,HS,math,162.0,13.6
400164,HS,reading,20.0,5.0
400164,HS,math,19.0,0.0
400167,HS,reading,61.0,13.1
400167,HS,math,61.0,4.9
400169,HS,reading,274.0,15.3
400169,HS,math,274.0,18.2
400170,HS,reading,103.0,16.5
400170,HS,math,103.0,3.9
400172,HS,reading,77.0,1.3
400172,HS,math,77.0,0.0
400173,HS,reading,93.0,5.4
400173,HS,math,93.0,0.0
400175,HS,reading,46.0,4.3
400175,HS,math,46.0,2.2
400176,HS,reading,43.0,2.3
400176,HS,math,43.0,0.0
400179,HS,reading,248.0,14.5
400179,HS,math,248.0,15.7
400181,HS,reading,91.0,4.4
400181,HS,math,91.0,0.0
400182,HS,reading,121.0,7.4
400182,HS,math,121.0,3.3
609674,HS,reading,124.0,4.0
609674,HS,math,124.0,0.8
609676,HS,reading,85.0,1.2
609676,HS,math,85.0,0.0
609678,HS,reading,471.0,82.0
609678,HS,math,471.0,79.2
609679,HS,reading,259.0,14.7
609679,HS,math,259.0,10.0
609680,HS,reading,318.0,87.4
609680,HS,math,318.0,85.5
609682,HS,reading,87.0,4.6
609682,HS,math,87.0,2.3
609691,HS,reading,267.0,4.9
609691,HS,math,267.0,2.2
609692,HS,reading,229.0,3.9
609692,HS,math,229.0,7.0
609693,HS,reading,286.0,31.5
609693,HS,math,286.0,19.6
609694,HS,reading,266.0,63.5
609694,HS,math,266.0,53.0
609695,HS,reading,329.0,40.1
609695,HS,math,328.0,40.2
609698,HS,reading,151.0,4.6
609698,HS,math,151.0,3.3
609704,HS,reading,108.0,4.6
609704,HS,math,108.0,2.8
609705,HS,reading,65.0,3.1
609705,HS,math,65.0,0.0
609708,HS,reading,137.0,4.4
609708,HS,math,137.0,2.2
609709,HS,reading,87.0,1.1
609709,HS,math,87.0,0.0
609710,HS,reading,47.0,0.0
609710,HS,math,47.0,0.0
609712,HS,reading,24.0,0.0
609712,HS,math,24.0,4.2
609713,HS,reading,136.0,0.7
609713,HS,math,136.0,0.0
609715,HS,reading,391.0,9.5
609715,HS,math,391.0,5.6
609716,HS,reading,78.0,1.3
609716,HS,math,78.0,1.3
609718,HS,reading,359.0,12.3
609718,HS,math,359.0,6.4
609719,HS,reading,361.0,16.1
609719,HS,math,361.0,7.5
609720,HS,reading,1089.0,86.0
609720,HS,math,1089.0,82.0
609722,HS,reading,18.0,5.6
609722,HS,math,18.0,0.0
609723,HS,reading,42.0,0.0
609723,HS,math,42.0,0.0
609724,HS,reading,397.0,14.6
609724,HS,math,397.0,15.1
609725,HS,reading,311.0,3.9
609725,HS,math,311.0,1.0
609726,HS,reading,194.0,66.0
609726,HS,math,194.0,50.5
609727,HS,reading,99.0,4.0
609727,HS,math,99.0,1.0
609728,HS,reading,256.0,4.7
609728,HS,math,256.0,3.1
609729,HS,reading,294.0,9.5
609729,HS,math,294.0,6.5
609730,HS,reading,345.0,24.1
609730,HS,math,344.0,14.8
609732,HS,reading,262.0,3.1
609732,HS,math,262.0,3.4
609733,HS,reading,162.0,6.2
609733,HS,math,162.0,3.1
609734,HS,reading,1023.0,28.7
609734,HS,math,1023.0,20.1
609735,HS,reading,55.0,5.5
609735,HS,math,55.0,0.0
609737,HS,reading,392.0,34.2
609737,HS,math,392.0,30.4
609738,HS,reading,532.0,45.3
609738,HS,math,532.0,43.8
609739,HS,reading,394.0,8.1
609739,HS,math,394.0,5.8
609740,HS,reading,73.0,8.2
609740,HS,math,73.0,1.4
609741,HS,reading,426.0,8.2
609741,HS,math,426.0,6.1
609746,HS,reading,521.0,30.1
609746,HS,math,521.0,21.1
609748,HS,reading,4.0, 
609748,HS,math,4.0, 
609749,HS,reading,238.0,91.6
609749,HS,math,238.0,91.2
609750,HS,reading,11.0,0.0
609750,HS,math,11.0,0.0
609751,HS,reading,219.0,14.2
609751,HS,math,219.0,4.1
609753,HS,reading,156.0,28.2
609753,HS,math,156.0,14.1
609754,HS,reading,51.0,0.0
609754,HS,math,51.0,2.0
609755,HS,reading,454.0,85.0
609755,HS,math,454.0,83.9
609756,HS,reading,668.0,9.6
609756,HS,math,668.0,9.1
609759,HS,reading,162.0,4.9
609759,HS,math,162.0,0.6
609760,HS,reading,97.0,8.2
609760,HS,math,97.0,7.2
609761,HS,reading,77.0,6.5
609761,HS,math,77.0,0.0
609762,HS,reading,93.0,1.1
609762,HS,math,93.0,0.0
609764,HS,reading,423.0,8.7
609764,HS,math,423.0,4.0
609780,HS,reading,133.0,6.8
609780,HS,math,133.0,3.8
609783,HS,reading,29.0,0.0
609783,HS,math,28.0,3.6
610244,HS,reading,96.0,4.2
610244,HS,math,96.0,0.0
610245,HS,reading,9.0, 
610245,HS,math,9.0, 
610249,HS,reading,1.0, 
610249,HS,math,1.0, 
610304,HS,reading,103.0,10.7
610304,HS,math,103.0,8.7
610323,HS,reading,45.0,0.0
610323,HS,math,45.0,0.0
610334,HS,reading,29.0,0.0
610334,HS,math,28.0,0.0
610340,HS,reading,136.0,14.7
610340,HS,math,136.0,10.3
610357,HS,reading,20.0,0.0
610357,HS,math,20.0,0.0
610380,HS,reading,8.0, 
610380,HS,math,8.0, 
610381,HS,reading,19.0,10.5
610381,HS,math,19.0,0.0
610383,HS,reading,63.0,0.0
610383,HS,math,63.0,0.0
610384,HS,reading,107.0,11.2
610384,HS,math,107.0,13.1
610385,HS,reading,57.0,5.3
610385,HS,math,57.0,0.0
610386,HS,reading,40.0,2.5
610386,HS,math,40.0,0.0
610389,HS,reading,69.0,1.4
610389,HS,math,69.0,0.0
610390,HS,reading,92.0,17.4
610390,HS,math,92.0,7.6
610391,HS,reading,231.0,63.6
610391,HS,math,231.0,41.6
610392,HS,reading,66.0,9.1
610392,HS,math,66.0,1.5
610394,HS,reading,26.0,7.7
610394,HS,math,26.0,3.8
610402,HS,reading,74.0,31.1
610402,HS,math,74.0,25.7
610499,HS,reading,47.0,2.1
610499,HS,math,47.0,0.0
610513,HS,reading,22.0,22.7
610513,HS,math,22.0,13.6
610518,HS,reading,24.0,0.0
610518,HS,math,24.0,4.2
610524,HS,reading,105.0,16.2
610524,HS,math,105.0,13.3
610529,HS,reading,106.0,17.0
610529,HS,math,106.0,12.3
610543,HS,reading,304.0,18.8
610543,HS,math,304.0,19.4
610547,HS,reading,139.0,7.9
610547,HS,math,139.0,5.0
610557,HS,reading,79.0,5.1
610557,HS,math,79.0,2.5
610558,HS,reading,230.0,7.8
610558,HS,math,230.0,6.1
610561,HS,reading,53.0,3.8
610561,HS,math,53.0,0.0
610563,HS,reading,228.0,17.1
610563,HS,math,228.0,17.5
610564,HS,reading,136.0,33.8
610564,HS,math,136.0,6.6
610565,HS,reading,50.0,2.0
610565,HS,math,49.0,0.0
610568,HS,reading,59.0,8.5
610568,HS,math,58.0,1.7
610569,HS,reading,84.0,2.4
610569,HS,math,84.0,1.2
610570,HS,reading,52.0,5.8
610570,HS,math,52.0,0.0
610571,HS,reading,44.0,0.0
610571,HS,math,44.0,0.0
610573,HS,reading,5.0, 
610573,HS,math,5.0, 
610587,HS,reading,135.0,2.2
610587,HS,math,134.0,0.0
610592,HS,reading,136.0,1.5
610592,HS,math,136.0,0.7
610593,HS,reading,41.0,0.0
610593,HS,math,41.0,0.0
610594,HS,reading,41.0,4.9
610594,HS,math,41.0,2.4
