StateAssignedSchID,Subject,GradeLevel,StudentSubGroup_TotalTested,ProficientOrAbove_percent
150162990252413,math,G05,92,.294
150162990252413,math,G06,102,.255
150162990252413,math,G07,87,.264
150162990252413,math,G08,84,.334
150162990252414,ela,G03,45,.044
150162990252414,ela,G04,34,.206
150162990252414,ela,G05,30,.233
150162990252414,ela,G06,36,.167
150162990252414,ela,G07,38,.237
150162990252414,ela,G08,31,.29
150162990252414,math,G03,45,.089
150162990252414,math,G04,34,.059
150162990252414,math,G05,31,.032
150162990252414,math,G06,36,0
150162990252414,math,G07,38,.026
150162990252414,math,G08,31,.032
150162990252416,ela,G03,58,.673
150162990252416,ela,G04,53,.452
150162990252416,ela,G05,64,.657
150162990252416,ela,G06,62,.742
150162990252416,ela,G07,54,.667
150162990252416,ela,G08,40,.875
150162990252416,math,G03,58,.69
150162990252416,math,G04,54,.407
150162990252416,math,G05,64,.516
150162990252416,math,G06,62,.387
150162990252416,math,G07,54,.315
150162990252416,math,G08,40,.4
150162990252417,ela,G03,51,.098
150162990252417,ela,G04,56,.268
150162990252417,ela,G05,60,.1
150162990252417,ela,G06,63,.429
150162990252417,ela,G07,63,.143
150162990252417,ela,G08,73,.151
150162990252417,math,G03,51,.176
150162990252417,math,G04,55,.291
150162990252417,math,G05,61,.181
150162990252417,math,G06,62,.113
150162990252417,math,G07,61,.082
150162990252417,math,G08,73,.041
150162990252419,ela,G03,25,.04
150162990252419,ela,G04,30,0
150162990252419,ela,G05,24,.042
150162990252419,ela,G06,24,.208
150162990252419,ela,G07,26,0
150162990252419,ela,G08,21,.095
150162990252419,math,G03,25,.16
150162990252419,math,G04,30,0
150162990252419,math,G05,25,0
150162990252419,math,G06,24,0
150162990252419,math,G07,26,.038
150162990252419,math,G08,21,0
15016299025241C,ela,G03,59,.153
15016299025241C,ela,G04,58,.362
15016299025241C,ela,G05,61,.41
15016299025241C,ela,G06,62,.541
15016299025241C,ela,G07,56,.446
15016299025241C,ela,G08,56,.554
15016299025241C,math,G03,59,.241
15016299025241C,math,G04,58,.103
15016299025241C,math,G05,61,.099
15016299025241C,math,G06,61,.131
15016299025241C,math,G07,56,.196
15016299025241C,math,G08,56,.483
150162990252421,ela,G03,58,.121
150162990252421,ela,G04,58,.052
150162990252421,ela,G05,63,.159
150162990252421,ela,G06,66,.257
150162990252421,ela,G07,68,.353
150162990252421,ela,G08,58,.362
150162990252421,math,G03,58,.138
150162990252421,math,G04,58,.017
150162990252421,math,G05,63,.048
150162990252421,math,G06,66,0
150162990252421,math,G07,68,.103
150162990252421,math,G08,58,.275
150162990252422,ela,G03,67,.179
150162990252422,ela,G04,80,.188
150162990252422,ela,G05,56,.161
150162990252422,ela,G06,60,.417
150162990252422,ela,G07,77,.234
150162990252422,ela,G08,61,.525
150162990252422,math,G03,67,.164
150162990252422,math,G04,80,.088
150162990252422,math,G05,56,.072
150162990252422,math,G06,60,.117
150162990252422,math,G07,77,.078
150162990252422,math,G08,61,.131
150162990252423,ela,G03,26,0
150162990252423,ela,G04,19,0
150162990252423,ela,G05,19,.053
150162990252423,ela,G06,23,.043
150162990252423,ela,G07,22,0
150162990252423,ela,G08,18,0
150162990252423,math,G03,24,0
150162990252423,math,G04,19,0
150162990252423,math,G05,18,0
150162990252423,math,G06,23,0
150162990252423,math,G07,22,.091
150162990252423,math,G08,17,0
150162990252426,ela,G03,82,.451
150162990252426,ela,G04,76,.447
150162990252426,ela,G05,62,.435
150162990252426,ela,G06,76,.605
150162990252426,ela,G07,72,.514
150162990252426,ela,G08,75,.587
150162990252426,math,G03,82,.365
150162990252426,math,G04,76,.25
150162990252426,math,G05,62,.29
150162990252426,math,G06,77,.368
150162990252426,math,G07,72,.361
150162990252426,math,G08,75,.386
150162990252428,ela,G03,36,.25
150162990252428,ela,G04,43,.07
150162990252428,ela,G05,39,.231
150162990252428,ela,G06,34,.5
150162990252428,ela,G07,29,.206
150162990252428,ela,G08,30,.366
150162990252428,math,G03,36,.222
150162990252428,math,G04,43,0
150162990252428,math,G05,39,.026
150162990252428,math,G06,33,.03
150162990252428,math,G07,28,.107
150162990252428,math,G08,30,.2
150162990252429,ela,G03,29,.069
150162990252429,ela,G04,26,.231
150162990252429,ela,G05,25,.08
150162990252429,ela,G06,33,.273
150162990252429,ela,G07,25,.48
150162990252429,ela,G08,23,.304
150162990252429,math,G03,29,.069
150162990252429,math,G04,25,.04
150162990252429,math,G05,24,0
150162990252429,math,G06,33,.121
150162990252429,math,G07,25,.12
150162990252429,math,G08,23,.087
150162990252434,ela,G03,67,.657
150162990252434,ela,G04,75,.733
150162990252434,ela,G05,64,.563
150162990252434,ela,G06,78,.871
150162990252434,ela,G07,57,.456
150162990252434,ela,G08,54,.63
150162990252434,math,G03,67,.641
150162990252434,math,G04,75,.653
150162990252434,math,G05,64,.515
150162990252434,math,G06,78,.821
150162990252434,math,G07,57,.438
150162990252434,math,G08,54,.444
150162990252435,ela,G03,105,.086
150162990252435,ela,G04,100,.14
150162990252435,ela,G05,95,.2
150162990252435,ela,G06,101,.198
150162990252435,ela,G07,111,.243
150162990252435,ela,G08,129,.256
150162990252435,math,G03,105,.095
150162990252435,math,G04,100,.05
150162990252435,math,G05,95,.053
150162990252435,math,G06,101,.059
150162990252435,math,G07,111,.162
150162990252435,math,G08,128,.203
150162990252436,ela,G03,48,.188
150162990252436,ela,G04,47,.149
150162990252436,ela,G05,32,.281
150162990252436,ela,G06,39,.436
150162990252436,ela,G07,37,.351
150162990252436,ela,G08,37,.405
150162990252436,math,G03,48,.292
150162990252436,math,G04,47,.106
150162990252436,math,G05,32,.094
150162990252436,math,G06,39,.077
150162990252436,math,G07,37,.081
150162990252436,math,G08,37,.135
150162990252437,ela,G03,39,.026
150162990252437,ela,G04,36,.056
150162990252437,ela,G05,43,.14
150162990252437,ela,G06,33,.091
150162990252437,ela,G07,36,.167
150162990252437,ela,G08,33,.303
150162990252437,math,G03,41,.049
150162990252437,math,G04,35,.029
150162990252437,math,G05,43,0
150162990252437,math,G06,33,.03
150162990252437,math,G07,36,.111
150162990252437,math,G08,32,.031
150162990252438,ela,G03,60,.234
150162990252438,ela,G04,64,.265
150162990252438,ela,G05,59,.203
150162990252438,ela,G06,80,.251
150162990252438,ela,G07,65,.277
150162990252438,ela,G08,76,.316
150162990252438,math,G03,60,.25
150162990252438,math,G04,64,.125
150162990252438,math,G05,59,.186
150162990252438,math,G06,80,.138
150162990252438,math,G07,65,.138
150162990252438,math,G08,76,.25
150162990252442,ela,G03,14,.214
150162990252442,ela,G04,13,.231
150162990252442,ela,G05,20,.15
150162990252442,ela,G06,14,.143
150162990252442,ela,G07,16,.188
150162990252442,ela,G08,11,.545
150162990252442,math,G03,14,.214
150162990252442,math,G04,13,.077
150162990252442,math,G05,20,.05
150162990252442,math,G06,14,0
150162990252442,math,G07,17,.118
150162990252442,math,G08,11,.364
150162990252444,ela,G03,98,.071
150162990252444,ela,G04,86,.128
150162990252444,ela,G05,90,.144
150162990252444,math,G03,98,.031
150162990252444,math,G04,86,.035
150162990252444,math,G05,90,.022
150162990252446,ela,G03,39,0
150162990252446,ela,G04,34,.059
150162990252446,ela,G05,36,.056
150162990252446,ela,G06,53,.094
150162990252446,ela,G07,54,.148
150162990252446,ela,G08,56,.321
150162990252446,math,G03,39,.077
150162990252446,math,G04,34,0
150162990252446,math,G05,36,.028
150162990252446,math,G06,53,.019
150162990252446,math,G07,53,.057
150162990252446,math,G08,56,.054
15016299025244C,ela,G03,78,.077
15016299025244C,ela,G04,82,.122
15016299025244C,ela,G05,89,.09
15016299025244C,ela,G06,91,.143
15016299025244C,ela,G07,80,.176
15016299025244C,ela,G08,77,.299
15016299025244C,math,G03,77,.104
15016299025244C,math,G04,82,.073
15016299025244C,math,G05,89,0
15016299025244C,math,G06,90,0
15016299025244C,math,G07,80,.025
15016299025244C,math,G08,76,.145
150162990252451,ela,G03,62,.677
150162990252451,ela,G04,61,.574
150162990252451,ela,G05,60,.583
150162990252451,ela,G06,62,.823
150162990252451,ela,G07,58,.707
150162990252451,ela,G08,48,.687
150162990252451,math,G03,62,.468
150162990252451,math,G04,61,.394
150162990252451,math,G05,60,.484
150162990252451,math,G06,62,.613
150162990252451,math,G07,58,.724
150162990252451,math,G08,48,.438
150162990252452,ela,G03,57,.088
150162990252452,ela,G04,42,.167
150162990252452,ela,G05,46,.152
150162990252452,ela,G06,53,.132
150162990252452,ela,G07,47,.212
150162990252452,ela,G08,43,.163
150162990252452,math,G03,57,0
150162990252452,math,G04,42,.024
150162990252452,math,G05,46,.043
150162990252452,math,G06,53,.019
150162990252452,math,G07,47,.106
150162990252452,math,G08,43,.14
150162990252453,ela,G03,25,.16
150162990252453,ela,G04,24,.083
150162990252453,ela,G05,21,.095
150162990252453,ela,G06,24,.125
150162990252453,ela,G07,25,.24
150162990252453,ela,G08,17,.235
150162990252453,math,G03,25,.08
150162990252453,math,G04,24,0
150162990252453,math,G05,21,0
150162990252453,math,G06,24,0
150162990252453,math,G07,25,.08
150162990252453,math,G08,17,0
150162990252454,ela,G03,12,.083
150162990252454,ela,G04,22,.091
150162990252454,ela,G05,21,.143
150162990252454,ela,G06,17,.176
150162990252454,ela,G07,20,.2
150162990252454,ela,G08,18,.111
150162990252454,math,G03,12,.416
150162990252454,math,G04,22,0
150162990252454,math,G05,21,.048
150162990252454,math,G06,17,.118
150162990252454,math,G07,20,.05
150162990252454,math,G08,18,.056
150162990252455,ela,G03,85,.129
150162990252455,ela,G04,82,.158
150162990252455,ela,G08,*,--
150162990252455,math,G03,85,.177
150162990252455,math,G04,81,.173
150162990252455,math,G08,*,--
150162990252456,ela,G03,45,.222
150162990252456,ela,G04,46,.152
150162990252456,ela,G05,47,.17
150162990252456,ela,G06,60,.317
150162990252456,math,G03,45,.266
150162990252456,math,G04,46,.109
150162990252456,math,G05,47,.064
150162990252456,math,G06,60,.1
150162990252457,ela,G03,46,.261
150162990252457,ela,G04,49,.184
150162990252457,ela,G05,43,.07
150162990252457,ela,G06,41,.171
150162990252457,ela,G07,37,.216
150162990252457,ela,G08,38,.342
150162990252457,math,G03,45,.177
150162990252457,math,G04,49,.102
150162990252457,math,G05,43,.07
150162990252457,math,G06,41,.024
150162990252457,math,G07,37,.054
150162990252457,math,G08,38,0
150162990252458,ela,G03,120,.725
150162990252458,ela,G04,106,.651
150162990252458,ela,G05,158,.683
150162990252458,ela,G06,109,.77
150162990252458,ela,G07,75,.613
150162990252458,ela,G08,87,.563
150162990252458,math,G03,122,.696
150162990252458,math,G04,106,.585
150162990252458,math,G05,157,.592
150162990252458,math,G06,109,.642
150162990252458,math,G07,74,.541
150162990252458,math,G08,87,.517
150162990252459,ela,G03,92,.272
150162990252459,ela,G04,62,.258
150162990252459,ela,G05,89,.315
150162990252459,ela,G06,72,.32
150162990252459,ela,G07,105,.41
150162990252459,ela,G08,84,.429
150162990252459,math,G03,92,.218
150162990252459,math,G04,62,.129
150162990252459,math,G05,88,.147
150162990252459,math,G06,72,.153
150162990252459,math,G07,105,.239
150162990252459,math,G08,84,.179
15016299025245C,ela,G03,112,.054
15016299025245C,ela,G04,119,.109
15016299025245C,ela,G05,107,.224
15016299025245C,ela,G06,104,.27
15016299025245C,ela,G07,96,.292
15016299025245C,ela,G08,83,.337
15016299025245C,math,G03,112,.089
15016299025245C,math,G04,119,.017
15016299025245C,math,G05,107,.149
15016299025245C,math,G06,104,.087
15016299025245C,math,G07,96,.219
15016299025245C,math,G08,83,.229
150162990252460,ela,G03,30,.067
150162990252460,ela,G04,39,0
150162990252460,ela,G05,42,.024
150162990252460,ela,G06,30,.133
150162990252460,ela,G07,28,.036
150162990252460,ela,G08,42,.143
150162990252460,math,G03,29,.034
150162990252460,math,G04,39,.026
150162990252460,math,G05,42,0
150162990252460,math,G06,30,.067
150162990252460,math,G07,28,0
150162990252460,math,G08,42,0
150162990252461,ela,G03,29,.138
150162990252461,ela,G04,28,.321
150162990252461,ela,G05,29,.552
150162990252461,ela,G06,27,.704
150162990252461,ela,G07,30,.8
150162990252461,ela,G08,30,.833
150162990252461,math,G03,29,.241
150162990252461,math,G04,28,.143
150162990252461,math,G05,29,.276
150162990252461,math,G06,27,.296
150162990252461,math,G07,30,.666
150162990252461,math,G08,30,.5
150162990252462,ela,G03,45,.067
150162990252462,ela,G04,51,.059
150162990252462,ela,G05,37,.108
150162990252462,ela,G06,40,.125
150162990252462,ela,G07,41,.049
150162990252462,ela,G08,40,.125
150162990252462,math,G03,45,.178
150162990252462,math,G04,51,.02
150162990252462,math,G05,37,.054
150162990252462,math,G06,39,.077
150162990252462,math,G07,41,.024
150162990252462,math,G08,40,.075
150162990252464,ela,G03,40,.05
150162990252464,ela,G04,40,.075
150162990252464,ela,G05,36,.028
150162990252464,ela,G06,40,.125
150162990252464,ela,G07,33,.121
150162990252464,ela,G08,30,.067
150162990252464,math,G03,37,.054
150162990252464,math,G04,41,.024
150162990252464,math,G05,36,.083
150162990252464,math,G06,39,0
150162990252464,math,G07,33,0
150162990252464,math,G08,29,0
150162990252465,ela,G03,116,.138
150162990252465,ela,G04,127,.213
150162990252465,ela,G05,106,.217
150162990252465,ela,G06,112,.438
150162990252465,ela,G07,109,.275
150162990252465,ela,G08,119,.353
150162990252465,math,G03,116,.258
150162990252465,math,G04,127,.118
150162990252465,math,G05,106,.132
150162990252465,math,G06,112,.089
150162990252465,math,G07,109,.083
150162990252465,math,G08,119,.118
150162990252468,ela,G03,54,.426
150162990252468,ela,G04,55,.546
150162990252468,ela,G05,81,.679
150162990252468,ela,G06,54,.63
150162990252468,ela,G07,83,.759
150162990252468,ela,G08,55,.854
150162990252468,math,G03,54,.444
150162990252468,math,G04,55,.345
150162990252468,math,G05,81,.555
150162990252468,math,G06,54,.389
150162990252468,math,G07,83,.329
150162990252468,math,G08,55,.491
150162990252469,ela,G03,44,.091
150162990252469,ela,G04,31,.097
150162990252469,ela,G05,28,.107
150162990252469,ela,G06,34,.118
150162990252469,ela,G07,45,.289
150162990252469,ela,G08,30,.467
150162990252469,math,G03,44,.045
150162990252469,math,G04,31,0
150162990252469,math,G05,28,0
150162990252469,math,G06,33,0
150162990252469,math,G07,45,.089
150162990252469,math,G08,30,.067
15016299025246C,ela,G03,62,.161
15016299025246C,ela,G04,59,.119
15016299025246C,ela,G05,51,.098
15016299025246C,ela,G06,61,.18
15016299025246C,ela,G07,67,.269
15016299025246C,ela,G08,78,.423
15016299025246C,math,G03,61,.197
15016299025246C,math,G04,57,.158
15016299025246C,math,G05,51,.039
15016299025246C,math,G06,62,.081
15016299025246C,math,G07,68,.132
15016299025246C,math,G08,78,.192
150162990252472,ela,G03,63,.079
150162990252472,ela,G04,62,.048
150162990252472,ela,G05,58,.069
150162990252472,ela,G06,53,.208
150162990252472,ela,G07,50,.12
150162990252472,ela,G08,52,.173
150162990252472,math,G03,62,.065
150162990252472,math,G04,62,.032
150162990252472,math,G05,58,.017
150162990252472,math,G06,53,.075
150162990252472,math,G07,49,.041
150162990252472,math,G08,51,.02
150162990252474,ela,G03,36,0
150162990252474,ela,G04,39,.103
150162990252474,ela,G05,25,.08
150162990252474,ela,G06,40,.35
150162990252474,ela,G07,27,.296
150162990252474,ela,G08,40,.15
150162990252474,math,G03,36,0
150162990252474,math,G04,40,.075
150162990252474,math,G05,25,.08
150162990252474,math,G06,40,.05
150162990252474,math,G07,27,.037
150162990252474,math,G08,39,.026
150162990252475,ela,G03,17,.529
150162990252475,ela,G04,25,.2
150162990252475,ela,G05,18,.333
150162990252475,ela,G06,22,.5
150162990252475,ela,G07,21,.333
150162990252475,ela,G08,27,.593
150162990252475,math,G03,17,.235
150162990252475,math,G04,25,.08
150162990252475,math,G05,18,.056
150162990252475,math,G06,22,.045
150162990252475,math,G07,21,.19
150162990252475,math,G08,27,.185
150162990252476,ela,G03,80,.351
150162990252476,ela,G04,81,.408
150162990252476,ela,G05,73,.37
150162990252476,ela,G06,76,.526
150162990252476,ela,G07,56,.357
150162990252476,ela,G08,58,.379
150162990252476,math,G03,80,.313
150162990252476,math,G04,81,.198
150162990252476,math,G05,74,.162
150162990252476,math,G06,77,.13
150162990252476,math,G07,56,.214
150162990252476,math,G08,58,.224
150162990252477,ela,G03,58,.155
150162990252477,ela,G04,56,.161
150162990252477,ela,G05,53,.17
150162990252477,ela,G06,51,.51
150162990252477,ela,G07,46,.174
150162990252477,ela,G08,49,.224
150162990252477,math,G03,58,.167
150162990252477,math,G04,56,.061
150162990252477,math,G05,53,.167
150162990252477,math,G06,52,.307
150162990252477,math,G07,45,.156
150162990252477,math,G08,48,.25
150162990252478,ela,G03,51,.137
150162990252478,ela,G04,53,.227
150162990252478,ela,G05,54,.167
150162990252478,ela,G06,52,.365
150162990252478,ela,G07,42,.167
150162990252478,ela,G08,44,.409
150162990252478,math,G03,51,.216
150162990252478,math,G04,53,.173
150162990252478,math,G05,52,.096
150162990252478,math,G06,52,.173
150162990252478,math,G07,41,.122
150162990252478,math,G08,44,.068
150162990252479,ela,G03,30,.067
150162990252479,ela,G04,18,.056
150162990252479,ela,G05,24,0
150162990252479,ela,G06,32,.094
150162990252479,ela,G07,22,.136
150162990252479,ela,G08,32,.219
150162990252479,math,G03,30,0
150162990252479,math,G04,18,0
150162990252479,math,G05,24,0
150162990252479,math,G06,32,0
150162990252479,math,G07,22,.045
150162990252479,math,G08,32,.031
15016299025247C,ela,G03,103,.078
15016299025247C,ela,G04,130,.1
15016299025247C,ela,G05,129,.155
15016299025247C,ela,G06,127,.228
15016299025247C,ela,G07,113,.116
15016299025247C,ela,G08,111,.162
15016299025247C,math,G03,103,.049
15016299025247C,math,G04,130,.015
15016299025247C,math,G05,129,.039
15016299025247C,math,G06,127,.031
15016299025247C,math,G07,114,.009
15016299025247C,math,G08,110,.009
150162990252480,ela,G03,36,.056
150162990252480,ela,G04,31,.032
150162990252480,ela,G05,38,.158
150162990252480,ela,G06,29,.207
150162990252480,ela,G07,41,.147
150162990252480,ela,G08,44,.454
150162990252480,math,G03,36,.194
150162990252480,math,G04,31,0
150162990252480,math,G05,38,.079
150162990252480,math,G06,30,.033
150162990252480,math,G07,41,.195
150162990252480,math,G08,44,.159
150162990252484,ela,G03,26,.115
150162990252484,ela,G04,25,.12
150162990252484,ela,G05,20,.15
150162990252484,ela,G06,23,.174
150162990252484,ela,G07,21,.238
150162990252484,ela,G08,26,.23
150162990252484,math,G03,26,0
150162990252484,math,G04,25,.04
150162990252484,math,G05,20,0
150162990252484,math,G06,23,0
150162990252484,math,G07,21,.095
150162990252484,math,G08,27,.074
150162990252486,ela,G03,88,.398
150162990252486,ela,G04,91,.506
150162990252486,ela,G05,96,.625
150162990252486,ela,G06,89,.742
150162990252486,ela,G07,95,.59
150162990252486,ela,G08,83,.53
150162990252486,math,G03,87,.344
150162990252486,math,G04,91,.319
150162990252486,math,G05,96,.448
150162990252486,math,G06,89,.416
150162990252486,math,G07,95,.295
150162990252486,math,G08,83,.193
150162990252487,ela,G03,34,.059
150162990252487,ela,G04,23,.043
150162990252487,ela,G05,22,0
150162990252487,ela,G06,19,.263
150162990252487,ela,G07,27,.111
150162990252487,ela,G08,36,0
150162990252487,math,G03,34,.088
150162990252487,math,G04,24,0
150162990252487,math,G05,22,0
150162990252487,math,G06,19,.053
150162990252487,math,G07,27,.037
150162990252487,math,G08,36,.194
150162990252488,ela,G03,124,.145
150162990252488,ela,G04,116,.379
150162990252488,ela,G05,104,.423
150162990252488,math,G03,124,.177
150162990252488,math,G04,116,.181
150162990252488,math,G05,104,.356
15016299025248C,ela,G03,29,.069
15016299025248C,ela,G04,29,.138
15016299025248C,ela,G05,31,.194
15016299025248C,ela,G06,54,.222
15016299025248C,ela,G07,54,.148
15016299025248C,ela,G08,54,.185
15016299025248C,math,G03,29,.034
15016299025248C,math,G04,29,.034
15016299025248C,math,G05,31,.194
15016299025248C,math,G06,54,.056
15016299025248C,math,G07,54,.037
15016299025248C,math,G08,54,0
150162990252490,ela,G03,105,.419
150162990252490,ela,G04,103,.389
150162990252490,ela,G05,96,.364
150162990252490,ela,G06,89,.618
150162990252490,ela,G07,106,.708
150162990252490,ela,G08,107,.598
150162990252490,math,G03,105,.333
150162990252490,math,G04,103,.107
150162990252490,math,G05,96,.115
150162990252490,math,G06,89,.169
150162990252490,math,G07,106,.302
150162990252490,math,G08,107,.121
150162990252491,ela,G03,26,.077
150162990252491,ela,G04,26,.115
150162990252491,ela,G05,27,.148
150162990252491,ela,G06,26,.269
150162990252491,ela,G07,28,.25
150162990252491,ela,G08,28,.357
150162990252491,math,G03,26,.115
150162990252491,math,G04,26,.038
150162990252491,math,G05,27,0
150162990252491,math,G06,26,0
150162990252491,math,G07,28,0
150162990252491,math,G08,28,.072
150162990252492,ela,G03,35,.114
150162990252492,ela,G04,44,.205
150162990252492,ela,G05,39,.231
150162990252492,ela,G06,42,.024
150162990252492,ela,G07,27,.148
150162990252492,ela,G08,35,.229
150162990252492,math,G03,35,.057
150162990252492,math,G04,42,.024
150162990252492,math,G05,39,.051
150162990252492,math,G06,43,0
150162990252492,math,G07,28,0
150162990252492,math,G08,35,.057
150162990252494,ela,G03,74,.041
150162990252494,ela,G04,73,.055
150162990252494,ela,G05,76,.052
150162990252494,ela,G06,80,.151
150162990252494,ela,G07,67,.119
150162990252494,ela,G08,72,.125
150162990252494,math,G03,74,.108
150162990252494,math,G04,73,.027
150162990252494,math,G05,76,.053
150162990252494,math,G06,80,.088
150162990252494,math,G07,67,.06
150162990252494,math,G08,72,.139
150162990252497,ela,G03,25,.12
150162990252497,ela,G04,19,.158
150162990252497,ela,G05,23,.087
150162990252497,ela,G06,23,.478
150162990252497,ela,G07,26,.115
150162990252497,ela,G08,21,.381
150162990252497,math,G03,24,.042
150162990252497,math,G04,19,0
150162990252497,math,G05,23,.174
150162990252497,math,G06,23,.043
150162990252497,math,G07,25,.04
150162990252497,math,G08,21,.048
150162990252498,ela,G03,45,.111
150162990252498,ela,G04,40,.075
150162990252498,ela,G05,51,.137
150162990252498,ela,G06,47,.298
150162990252498,ela,G07,46,.218
150162990252498,ela,G08,57,.404
150162990252498,math,G03,44,.046
150162990252498,math,G04,40,.025
150162990252498,math,G05,51,.02
150162990252498,math,G06,47,.043
150162990252498,math,G07,46,.109
150162990252498,math,G08,57,.123
15016299025249C,ela,G03,55,.073
15016299025249C,ela,G04,57,.141
15016299025249C,ela,G05,49,.224
15016299025249C,ela,G06,55,.2
15016299025249C,ela,G07,40,.4
15016299025249C,ela,G08,46,.413
15016299025249C,math,G03,54,.111
15016299025249C,math,G04,56,.161
15016299025249C,math,G05,49,.082
15016299025249C,math,G06,53,.057
15016299025249C,math,G07,41,.171
15016299025249C,math,G08,46,.152
150162990252500,ela,G03,22,.364
150162990252500,ela,G04,20,.25
150162990252500,ela,G05,24,.125
150162990252500,ela,G06,21,.143
150162990252500,ela,G07,30,.166
150162990252500,ela,G08,30,0
150162990252500,math,G03,20,.35
150162990252500,math,G04,19,.211
150162990252500,math,G05,24,.125
150162990252500,math,G06,22,0
150162990252500,math,G07,30,.133
150162990252500,math,G08,29,0
150162990252501,ela,G03,39,.436
150162990252501,ela,G04,56,.268
150162990252501,ela,G05,52,.461
150162990252501,ela,G06,58,.569
150162990252501,ela,G07,60,.533
150162990252501,ela,G08,49,.612
150162990252501,math,G03,39,.487
150162990252501,math,G04,56,.518
150162990252501,math,G05,52,.365
150162990252501,math,G06,58,.293
150162990252501,math,G07,60,.383
150162990252501,math,G08,49,.673
150162990252502,ela,G03,28,.036
150162990252502,ela,G04,31,.194
150162990252502,ela,G05,26,.192
150162990252502,ela,G06,22,.272
150162990252502,ela,G07,33,.394
150162990252502,ela,G08,31,.452
150162990252502,math,G03,28,.036
150162990252502,math,G04,31,.065
150162990252502,math,G05,26,0
150162990252502,math,G06,22,.182
150162990252502,math,G07,33,.242
150162990252502,math,G08,31,.129
150162990252503,ela,G03,63,.54
150162990252503,ela,G04,54,.315
150162990252503,ela,G05,60,.517
150162990252503,ela,G06,69,.536
150162990252503,ela,G07,65,.354
150162990252503,ela,G08,86,.569
150162990252503,math,G03,63,.476
150162990252503,math,G04,54,.093
150162990252503,math,G05,60,.067
150162990252503,math,G06,69,.145
150162990252503,math,G07,64,.219
150162990252503,math,G08,86,.221
150162990252504,ela,G03,74,.568
150162990252504,ela,G04,81,.481
150162990252504,ela,G05,64,.641
150162990252504,ela,G06,68,.544
150162990252504,ela,G07,52,.442
150162990252504,ela,G08,65,.615
150162990252504,math,G03,74,.446
150162990252504,math,G04,81,.284
150162990252504,math,G05,65,.692
150162990252504,math,G06,68,.456
150162990252504,math,G07,51,.432
150162990252504,math,G08,65,.339
150162990252505,ela,G03,25,0
150162990252505,ela,G04,21,.095
150162990252505,ela,G05,19,.105
150162990252505,ela,G06,17,.53
150162990252505,ela,G07,21,.285
150162990252505,ela,G08,15,.4
150162990252505,math,G03,25,0
150162990252505,math,G04,21,.048
150162990252505,math,G05,19,.105
150162990252505,math,G06,17,.294
150162990252505,math,G07,21,0
150162990252505,math,G08,15,.2
150162990252506,ela,G03,42,.071
150162990252506,ela,G04,39,.026
150162990252506,ela,G05,27,.037
150162990252506,ela,G06,32,.031
150162990252506,ela,G07,35,.114
150162990252506,ela,G08,30,.067
150162990252506,math,G03,42,.071
150162990252506,math,G04,38,.026
150162990252506,math,G05,27,0
150162990252506,math,G06,32,.031
150162990252506,math,G07,35,.086
150162990252506,math,G08,30,0
150162990252507,ela,G03,40,.075
150162990252507,ela,G04,29,.103
150162990252507,ela,G05,33,.061
150162990252507,ela,G06,51,.157
150162990252507,ela,G07,33,.091
150162990252507,ela,G08,34,.235
150162990252507,math,G03,40,.125
150162990252507,math,G04,29,0
150162990252507,math,G05,33,0
150162990252507,math,G06,51,0
150162990252507,math,G07,33,.061
150162990252507,math,G08,34,.029
150162990252510,ela,G03,60,.617
150162990252510,ela,G04,94,.67
150162990252510,ela,G05,83,.772
150162990252510,ela,G06,77,.74
150162990252510,ela,G07,61,.639
150162990252510,ela,G08,71,.521
150162990252510,math,G03,60,.65
150162990252510,math,G04,93,.58
150162990252510,math,G05,83,.65
150162990252510,math,G06,76,.605
150162990252510,math,G07,61,.476
150162990252510,math,G08,71,.268
150162990252512,ela,G03,28,.179
150162990252512,ela,G04,17,.059
150162990252512,ela,G05,22,.181
150162990252512,ela,G06,26,.538
150162990252512,ela,G07,22,.136
150162990252512,ela,G08,25,.48
150162990252512,math,G03,28,.142
150162990252512,math,G04,17,0
150162990252512,math,G05,22,.181
150162990252512,math,G06,26,.038
150162990252512,math,G07,22,0
150162990252512,math,G08,25,.2
150162990252513,ela,G03,48,.021
150162990252513,ela,G04,62,.145
150162990252513,ela,G05,53,.132
150162990252513,ela,G06,71,.239
150162990252513,ela,G07,71,.395
150162990252513,ela,G08,90,.322
150162990252513,math,G03,49,.02
150162990252513,math,G04,62,.032
150162990252513,math,G05,53,.075
150162990252513,math,G06,71,.028
150162990252513,math,G07,71,.141
150162990252513,math,G08,90,.167
150162990252514,ela,G03,24,0
150162990252514,ela,G04,28,.036
150162990252514,ela,G05,23,.087
150162990252514,ela,G06,25,.2
150162990252514,ela,G07,21,.143
150162990252514,ela,G08,32,.063
150162990252514,math,G03,24,.042
150162990252514,math,G04,28,.036
150162990252514,math,G05,23,.043
150162990252514,math,G06,25,0
150162990252514,math,G07,21,.048
150162990252514,math,G08,32,.031
150162990252516,ela,G03,47,.426
150162990252516,ela,G04,55,.509
150162990252516,ela,G05,53,.642
150162990252516,ela,G06,52,.711
150162990252516,ela,G07,44,.614
150162990252516,ela,G08,42,.714
150162990252516,math,G03,48,.542
150162990252516,math,G04,54,.407
150162990252516,math,G05,53,.604
150162990252516,math,G06,51,.412
150162990252516,math,G07,44,.568
