StateAssignedSchID,Subject,GradeLevel,StudentSubGroup_TotalTested,ProficientOrAbove_percent
070161440022004,ela,G03,31,.032
070161440022004,ela,G04,60,.085
070161440022004,ela,G05,35,.257
070161440022004,math,G03,30,.1
070161440022004,math,G04,60,.034
070161440022004,math,G05,35,.086
070161440022005,ela,G03,44,.068
070161440022005,ela,G04,53,.113
070161440022005,ela,G05,51,.176
070161440022005,math,G03,44,.045
070161440022005,math,G04,53,.019
070161440022005,math,G05,50,.04
070161440022007,ela,G03,26,0
070161440022007,ela,G04,28,.036
070161440022007,ela,G05,26,.23
070161440022007,math,G03,26,.038
070161440022007,math,G04,28,0
070161440022007,math,G05,26,.038
070161440022009,ela,G03,29,.034
070161440022009,ela,G04,39,.154
070161440022009,ela,G05,36,.139
070161440022009,math,G03,29,.034
070161440022009,math,G04,39,.051
070161440022009,math,G05,36,.083
070161440022010,ela,G03,66,.136
070161440022010,ela,G04,60,.067
070161440022010,ela,G05,69,.115
070161440022010,math,G03,66,.106
070161440022010,math,G04,60,.067
070161440022010,math,G05,69,.028
070161440022011,ela,G03,20,.35
070161440022011,ela,G04,26,.385
070161440022011,math,G03,20,.2
070161440022011,math,G04,26,.154
070161450021001,ela,G05,117,.176
070161450021001,ela,G06,122,.359
070161450021001,ela,G07,136,.465
070161450021001,ela,G08,109,.472
070161450021001,math,G05,117,.141
070161450021001,math,G06,122,.154
070161450021001,math,G07,136,.233
070161450021001,math,G08,109,.25
070161450022003,ela,G03,111,.163
070161450022003,ela,G04,117,.469
070161450022003,math,G03,111,.201
070161450022003,math,G04,117,.38
070161460041001,ela,G06,237,.48
070161460041001,ela,G07,254,.353
070161460041001,ela,G08,244,.41
070161460041001,math,G06,237,.193
070161460041001,math,G07,254,.203
070161460041001,math,G08,245,.165
070161460042002,ela,G03,66,.333
070161460042002,ela,G04,53,.404
070161460042002,ela,G05,69,.284
070161460042002,ela,G06,*,--
070161460042002,math,G03,66,.455
070161460042002,math,G04,53,.288
070161460042002,math,G05,69,.284
070161460042002,math,G06,*,--
070161460042003,ela,G03,42,.292
070161460042003,ela,G04,35,.323
070161460042003,ela,G05,49,.583
070161460042003,math,G03,42,.561
070161460042003,math,G04,35,.205
070161460042003,math,G05,48,.383
070161460042005,ela,G03,69,.275
070161460042005,ela,G04,82,.329
070161460042005,ela,G05,52,.423
070161460042005,math,G03,69,.493
070161460042005,math,G04,82,.268
070161460042005,math,G05,52,.211
070161460042006,ela,G03,84,.465
070161460042006,ela,G04,54,.661
070161460042006,ela,G05,63,.635
070161460042006,math,G03,84,.405
070161460042006,math,G04,54,.622
070161460042006,math,G05,63,.349
070161470021001,ela,G05,84,.127
070161470021001,ela,G06,70,.138
070161470021001,ela,G07,70,.076
070161470021001,ela,G08,100,.188
070161470021001,math,G05,84,.013
070161470021001,math,G06,69,0
070161470021001,math,G07,70,.015
070161470021001,math,G08,99,.011
070161470022007,ela,G03,79,.068
070161470022007,ela,G04,80,.2
070161470022007,ela,G06,*,--
070161470022007,ela,G07,*,--
070161470022007,math,G03,77,.014
070161470022007,math,G04,80,.013
070161470022007,math,G06,*,--
070161470022007,math,G07,*,--
070161480021002,ela,G07,62,.328
070161480021002,ela,G08,67,.433
070161480021002,math,G07,62,.082
070161480021002,math,G08,65,.046
070161480021003,ela,G07,80,.114
070161480021003,ela,G08,82,.173
070161480021003,math,G07,80,.038
070161480021003,math,G08,82,0
070161480021004,ela,G07,67,.149
070161480021004,ela,G08,63,.206
070161480021004,math,G07,66,.045
070161480021004,math,G08,61,.098
070161480022002,ela,G03,18,.333
070161480022002,ela,G04,28,.25
070161480022002,ela,G05,*,--
070161480022002,math,G03,18,.333
070161480022002,math,G04,28,.071
070161480022002,math,G05,*,--
070161480022003,ela,G03,44,.143
070161480022003,ela,G04,45,.22
070161480022003,ela,G05,55,.055
070161480022003,ela,G06,47,.234
070161480022003,math,G03,44,.167
070161480022003,math,G04,45,.049
070161480022003,math,G05,55,0
070161480022003,math,G06,47,0
070161480022005,ela,G03,29,.107
070161480022005,ela,G04,40,.225
070161480022005,ela,G05,30,.1
070161480022005,ela,G06,34,.118
070161480022005,math,G03,29,.036
070161480022005,math,G04,39,.051
070161480022005,math,G05,30,0
070161480022005,math,G06,34,0
070161480022006,ela,G03,35,.114
070161480022006,ela,G04,43,.093
070161480022006,ela,G05,61,.066
070161480022006,ela,G06,56,.339
070161480022006,math,G03,32,.031
070161480022006,math,G04,43,.093
070161480022006,math,G05,59,.068
070161480022006,math,G06,54,.241
070161480022007,ela,G03,30,.2
070161480022007,ela,G04,36,.083
070161480022007,ela,G05,37,.027
070161480022007,ela,G06,34,.273
070161480022007,math,G03,30,.033
070161480022007,math,G04,36,.028
070161480022007,math,G05,37,0
070161480022007,math,G06,34,0
070161480022010,ela,G03,26,.231
070161480022010,ela,G04,19,.368
070161480022010,ela,G05,36,.083
070161480022010,ela,G06,28,.536
070161480022010,math,G03,26,.231
070161480022010,math,G04,19,.105
070161480022010,math,G05,36,.056
070161480022010,math,G06,28,.143
070161490021004,ela,G07,74,.392
070161490021004,ela,G08,97,.196
070161490021004,math,G07,74,.189
070161490021004,math,G08,97,.082
070161490021005,ela,G07,84,.119
070161490021005,ela,G08,91,.154
070161490021005,math,G07,84,.012
070161490021005,math,G08,91,.022
070161490021006,ela,G07,78,.09
070161490021006,ela,G08,94,.138
070161490021006,math,G07,78,0
070161490021006,math,G08,94,.053
070161490022002,ela,G03,31,.161
070161490022002,ela,G04,31,.226
070161490022002,ela,G05,31,.097
070161490022002,ela,G06,22,.273
070161490022002,ela,G07,*,--
070161490022002,math,G03,31,.129
070161490022002,math,G04,31,.032
070161490022002,math,G05,31,0
070161490022002,math,G06,22,.136
070161490022002,math,G07,*,--
070161490022005,ela,G03,74,.095
070161490022005,ela,G04,63,.063
070161490022005,ela,G05,72,.111
070161490022005,ela,G06,58,.138
070161490022005,math,G03,73,.055
070161490022005,math,G04,63,.079
070161490022005,math,G05,72,.07
070161490022005,math,G06,58,.017
070161490022006,ela,G03,56,.018
070161490022006,ela,G04,43,.14
070161490022006,ela,G05,51,.039
070161490022006,ela,G06,58,.086
070161490022006,math,G03,56,.054
070161490022006,math,G04,43,.023
070161490022006,math,G05,52,0
070161490022006,math,G06,58,.034
070161490022009,ela,G03,42,.098
070161490022009,ela,G04,40,.1
070161490022009,ela,G05,47,.234
070161490022009,ela,G06,40,.225
070161490022009,math,G03,42,.171
070161490022009,math,G04,40,.1
070161490022009,math,G05,47,.128
070161490022009,math,G06,40,.075
070161490022010,ela,G03,40,.2
070161490022010,ela,G04,49,.102
070161490022010,ela,G05,51,.137
070161490022010,ela,G06,27,.259
070161490022010,math,G03,40,.1
070161490022010,math,G04,49,.061
070161490022010,math,G05,51,.059
070161490022010,math,G06,27,0
070161500021005,ela,G06,101,.456
070161500021005,ela,G07,94,.341
070161500021005,ela,G08,114,.465
070161500021005,math,G06,101,.159
070161500021005,math,G07,94,.138
070161500021005,math,G08,114,.255
070161500022001,ela,G03,82,.158
070161500022001,ela,G04,*,--
070161500022001,math,G03,82,.134
070161500022001,math,G04,*,--
070161500022002,ela,G04,86,.291
070161500022002,ela,G05,80,.201
070161500022002,ela,G07,*,--
070161500022002,math,G04,86,.268
070161500022002,math,G05,80,.2
070161500022002,math,G07,*,--
070161510021001,ela,G06,167,.224
070161510021001,ela,G07,149,.345
070161510021001,ela,G08,202,.295
070161510021001,math,G06,167,.109
070161510021001,math,G07,149,.152
070161510021001,math,G08,202,.121
070161510022002,ela,G03,139,.195
070161510022002,math,G03,139,.261
070161510022004,ela,G04,151,.311
070161510022004,ela,G05,145,.193
070161510022004,math,G04,151,.183
070161510022004,math,G05,145,.136
070161520021001,ela,G06,136,.218
070161520021001,ela,G07,160,.151
070161520021001,ela,G08,157,.223
070161520021001,math,G06,135,.055
070161520021001,math,G07,160,.063
070161520021001,math,G08,157,.105
070161520022001,ela,G03,48,.396
070161520022001,ela,G04,58,.259
070161520022001,ela,G05,67,.27
070161520022001,math,G03,48,.271
070161520022001,math,G04,58,.103
070161520022001,math,G05,66,.032
070161520022002,ela,G03,39,0
070161520022002,ela,G04,39,0
070161520022002,ela,G05,37,.297
070161520022002,math,G03,39,.026
070161520022002,math,G04,39,0
070161520022002,math,G05,37,0
070161520022004,ela,G03,36,.069
070161520022004,ela,G04,35,.138
070161520022004,ela,G05,38,.057
070161520022004,math,G03,36,.172
070161520022004,math,G04,35,.069
070161520022004,math,G05,39,0
070161520022008,ela,G03,33,.143
070161520022008,ela,G04,40,.079
070161520022008,ela,G05,38,.053
070161520022008,math,G03,33,.036
070161520022008,math,G04,40,.079
070161520022008,math,G05,38,0
070161525022001,ela,G03,46,0
070161525022001,ela,G04,48,.167
070161525022001,ela,G05,45,.067
070161525022001,ela,G06,41,.244
070161525022001,ela,G07,37,.081
070161525022001,ela,G08,43,.14
070161525022001,math,G03,46,0
070161525022001,math,G04,48,.042
070161525022001,math,G05,45,.022
070161525022001,math,G06,42,.024
070161525022001,math,G07,37,.027
070161525022001,math,G08,43,.023
070161525022005,ela,G03,46,.13
070161525022005,ela,G04,40,0
070161525022005,ela,G05,47,.106
070161525022005,ela,G06,46,.065
070161525022005,ela,G07,53,.094
070161525022005,ela,G08,49,.184
070161525022005,math,G03,46,.305
070161525022005,math,G04,40,0
070161525022005,math,G05,47,0
070161525022005,math,G06,46,.022
070161525022005,math,G07,53,.057
070161525022005,math,G08,49,.02
070161530021003,ela,G06,249,.494
070161530021003,ela,G07,219,.511
070161530021003,ela,G08,225,.477
070161530021003,math,G06,248,.218
070161530021003,math,G07,219,.219
070161530021003,math,G08,225,.192
070161530022002,ela,G03,172,.232
070161530022002,ela,G04,176,.42
070161530022002,ela,G05,179,.498
070161530022002,math,G03,172,.25
070161530022002,math,G04,177,.232
070161530022002,math,G05,179,.257
070161540022002,ela,G03,30,.133
070161540022002,ela,G04,26,.36
070161540022002,ela,G05,23,.565
070161540022002,ela,G06,21,.619
070161540022002,ela,G07,29,.482
070161540022002,ela,G08,28,.321
070161540022002,math,G03,30,.1
070161540022002,math,G04,26,.16
070161540022002,math,G05,23,.304
070161540022002,math,G06,20,.35
070161540022002,math,G07,29,.241
070161540022002,math,G08,28,.107
070161545022001,ela,G03,13,.231
070161545022001,ela,G04,19,.053
070161545022001,ela,G05,*,--
070161545022001,ela,G06,17,.294
070161545022001,ela,G07,18,.222
070161545022001,ela,G08,22,.364
070161545022001,math,G03,13,0
070161545022001,math,G04,20,.05
070161545022001,math,G05,*,--
070161545022001,math,G06,19,.105
070161545022001,math,G07,18,.056
070161545022001,math,G08,22,.136
070161550021001,ela,G06,87,.163
070161550021001,ela,G07,104,.192
070161550021001,ela,G08,114,.115
070161550021001,math,G06,87,.035
070161550021001,math,G07,104,.058
070161550021001,math,G08,114,.097
070161550022004,ela,G03,107,.113
070161550022004,ela,G04,97,.042
070161550022004,ela,G05,104,.147
070161550022004,math,G03,107,.047
070161550022004,math,G04,97,0
070161550022004,math,G05,104,.01
070161560022001,ela,G03,79,.08
070161560022001,ela,G04,76,.254
070161560022001,ela,G05,84,.193
070161560022001,ela,G06,96,.189
070161560022001,ela,G07,68,.212
070161560022001,ela,G08,84,.573
070161560022001,math,G03,79,.04
070161560022001,math,G04,76,.147
070161560022001,math,G05,85,.143
070161560022001,math,G06,96,.011
070161560022001,math,G07,68,.136
070161560022001,math,G08,84,.098
070161570021001,ela,G06,90,.292
070161570021001,ela,G07,81,.259
070161570021001,ela,G08,95,.305
070161570021001,math,G06,90,.056
070161570021001,math,G07,81,.062
070161570021001,math,G08,95,.064
070161570022001,ela,G03,74,.095
070161570022001,ela,G04,67,.224
070161570022001,ela,G05,88,.307
070161570022001,math,G03,74,.082
070161570022001,math,G04,67,.03
070161570022001,math,G05,88,.023
070161580021004,ela,G06,300,.333
070161580021004,ela,G07,272,.275
070161580021004,ela,G08,265,.321
070161580021004,math,G06,299,.081
070161580021004,math,G07,269,.082
070161580021004,math,G08,265,.106
070161580022001,ela,G03,103,.245
070161580022001,ela,G04,125,.284
070161580022001,ela,G05,112,.342
070161580022001,math,G03,103,.235
070161580022001,math,G04,125,.13
070161580022001,math,G05,112,.108
070161580022005,ela,G03,85,.265
070161580022005,ela,G04,107,.169
070161580022005,ela,G05,82,.22
070161580022005,math,G03,85,.349
070161580022005,math,G04,107,.084
070161580022005,math,G05,82,.012
070161580022006,ela,G03,53,.25
070161580022006,ela,G04,65,.354
070161580022006,ela,G05,52,.308
070161580022006,math,G03,53,.327
070161580022006,math,G04,65,.2
070161580022006,math,G05,52,.192
070161590021001,ela,G06,171,.152
070161590021001,ela,G07,197,.234
070161590021001,ela,G08,193,.181
070161590021001,math,G06,171,.029
070161590021001,math,G07,195,.092
070161590021001,math,G08,193,.005
070161590022002,ela,G03,35,.114
070161590022002,ela,G04,45,.311
070161590022002,ela,G05,41,.22
070161590022002,math,G03,35,.058
070161590022002,math,G04,45,.044
070161590022002,math,G05,42,.095
070161590022004,ela,G03,46,.283
070161590022004,ela,G04,45,.156
070161590022004,ela,G05,54,.296
070161590022004,math,G03,46,.239
070161590022004,math,G04,45,.089
070161590022004,math,G05,54,.167
070161590022005,ela,G03,39,.282
070161590022005,ela,G04,42,.262
070161590022005,ela,G05,40,.3
070161590022005,math,G03,39,.282
070161590022005,math,G04,42,.071
070161590022005,math,G05,40,.175
070161590022006,ela,G03,45,.111
070161590022006,ela,G04,39,.23
070161590022006,ela,G05,44,.182
070161590022006,math,G03,45,.133
070161590022006,math,G04,40,.2
070161590022006,math,G05,44,.068
070161600021001,ela,G06,100,.17
070161600021001,ela,G07,83,.145
070161600021001,ela,G08,121,.256
070161600021001,math,G06,100,.03
070161600021001,math,G07,83,.072
070161600021001,math,G08,121,.115
070161600022004,ela,G03,115,.122
070161600022004,ela,G04,107,.197
070161600022004,ela,G05,120,.175
070161600022004,math,G03,115,.078
070161600022004,math,G04,107,.037
070161600022004,math,G05,118,.135
070161610021003,ela,G06,273,.483
070161610021003,ela,G07,261,.468
070161610021003,ela,G08,259,.475
070161610021003,math,G06,273,.154
070161610021003,math,G07,261,.241
070161610021003,math,G08,259,.108
070161610022001,ela,G03,51,.451
070161610022001,ela,G04,56,.446
070161610022001,ela,G05,65,.446
070161610022001,math,G03,51,.51
070161610022001,math,G04,56,.357
070161610022001,math,G05,65,.246
070161610022002,ela,G03,55,.291
070161610022002,ela,G04,63,.291
070161610022002,ela,G05,52,.615
070161610022002,math,G03,55,.236
070161610022002,math,G04,63,.097
070161610022002,math,G05,53,.359
070161610022006,ela,G03,55,.327
070161610022006,ela,G04,56,.41
070161610022006,ela,G05,66,.515
070161610022006,math,G03,55,.164
070161610022006,math,G04,56,.161
070161610022006,math,G05,66,.227
070161610022007,ela,G03,86,.546
070161610022007,ela,G04,86,.535
070161610022007,ela,G05,74,.446
070161610022007,math,G03,86,.489
070161610022007,math,G04,86,.442
070161610022007,math,G05,74,.324
070161620021004,ela,G07,187,.348
070161620021004,ela,G08,203,.337
070161620021004,math,G07,187,.118
070161620021004,math,G08,203,.134
070161620022001,ela,G03,114,.211
070161620022001,ela,G04,126,.246
070161620022001,math,G03,114,.263
070161620022001,math,G04,126,.095
070161620022003,ela,G05,80,.238
070161620022003,ela,G06,105,.295
070161620022003,math,G05,80,.163
070161620022003,math,G06,105,.124
070161620022005,ela,G03,94,.202
070161620022005,math,G03,94,.181
070161620022008,ela,G04,89,.303
070161620022008,ela,G05,91,.187
070161620022008,ela,G06,106,.359
070161620022008,math,G04,90,.189
070161620022008,math,G05,91,.165
070161620022008,math,G06,107,.15
070161620022009,ela,G03,40,.35
070161620022009,ela,G04,49,.245
070161620022009,ela,G05,45,.355
070161620022009,ela,G06,57,.544
070161620022009,ela,G07,40,.45
070161620022009,ela,G08,41,.609
070161620022009,math,G03,40,.125
070161620022009,math,G04,49,.041
070161620022009,math,G05,45,.155
070161620022009,math,G06,58,.155
070161620022009,math,G07,40,.1
070161620022009,math,G08,41,.073
070161630021010,ela,G06,166,.289
070161630021010,ela,G07,166,.17
070161630021010,ela,G08,190,.3
070161630021010,math,G06,165,.067
070161630021010,math,G07,163,.074
070161630021010,math,G08,189,.09
070161630022002,ela,G04,142,.253
070161630022002,ela,G05,167,.192
070161630022002,math,G04,142,.099
070161630022002,math,G05,168,.107
070161630022003,ela,G03,39,.333
070161630022003,math,G03,39,.256
070161630022007,ela,G03,73,.206
070161630022007,math,G03,73,.109
070161630022008,ela,G03,44,.114
070161630022008,math,G03,44,.159
070161670021002,ela,G07,108,.337
070161670021002,ela,G08,113,.54
070161670021002,math,G07,107,.132
070161670021002,math,G08,112,.054
070161670022001,ela,G05,93,.065
070161670022001,ela,G06,111,.198
070161670022001,math,G05,93,0
070161670022001,math,G06,111,.045
070161670022003,ela,G03,63,.048
070161670022003,ela,G04,75,.173
070161670022003,math,G03,63,.064
070161670022003,math,G04,75,.067
070161670022004,ela,G03,53,.245
070161670022004,ela,G04,55,.236
070161670022004,math,G03,52,.25
070161670022004,math,G04,55,.018
070161680041003,ela,G06,121,.248
070161680041003,ela,G07,121,.19
070161680041003,ela,G08,110,.1
070161680041003,math,G06,120,.017
070161680041003,math,G07,121,.033
070161680041003,math,G08,108,0
070161680042001,ela,G03,129,.148
070161680042001,ela,G04,130,.148
070161680042001,ela,G05,120,.175
070161680042001,math,G03,128,.024
070161680042001,math,G04,128,.048
070161680042001,math,G05,120,.025
070161680042002,ela,G03,*,--
070161680042002,math,G03,*,--
070161690021001,ela,G05,42,.095
070161690021001,ela,G06,34,.088
070161690021001,ela,G07,35,.114
070161690021001,ela,G08,35,.286
070161690021001,math,G05,42,0
070161690021001,math,G06,34,.059
070161690021001,math,G07,35,.086
070161690021001,math,G08,35,.057
070161690022002,ela,G03,37,.027
070161690022002,ela,G04,45,.156
070161690022002,ela,G05,*,--
070161690022002,math,G03,37,.081
070161690022002,math,G04,45,.133
070161690022002,math,G05,*,--
070161700021002,ela,G04,*,--
070161700021002,ela,G06,288,.315
070161700021002,ela,G07,276,.24
070161700021002,ela,G08,309,.334
070161700021002,math,G04,*,--
070161700021002,math,G06,291,.08
070161700021002,math,G07,277,.096
070161700021002,math,G08,310,.166
070161700022001,ela,G03,41,.27
070161700022001,ela,G04,41,.25
070161700022001,ela,G05,55,.273
070161700022001,math,G03,41,.324
070161700022001,math,G04,41,.139
070161700022001,math,G05,55,.2
070161700022002,ela,G03,51,.216
070161700022002,ela,G04,61,.39
070161700022002,ela,G05,56,.437
070161700022002,math,G03,51,.255
070161700022002,math,G04,61,.186
070161700022002,math,G05,56,.109
070161700022005,ela,G03,35,.152
070161700022005,ela,G04,22,.045
070161700022005,ela,G05,28,.23
070161700022005,math,G03,35,.212
070161700022005,math,G04,22,.045
070161700022005,math,G05,28,.23
070161700022007,ela,G03,41,.083
070161700022007,ela,G04,38,.229
070161700022007,ela,G05,40,.333
070161700022007,math,G03,41,.194
070161700022007,math,G04,38,.057
070161700022007,math,G05,40,.195
070161700022008,ela,G03,20,.55
070161700022008,ela,G04,23,.087
070161700022008,ela,G05,24,.333
070161700022008,math,G03,20,.45
070161700022008,math,G04,23,.174
070161700022008,math,G05,24,.292
070161700022009,ela,G03,34,.375
070161700022009,ela,G04,22,.272
070161700022009,ela,G05,27,.407
070161700022009,math,G03,34,.219
070161700022009,math,G04,22,.181
070161700022009,math,G05,27,.259
070161700022011,ela,G03,20,.3
070161700022011,ela,G04,29,.172
070161700022011,ela,G05,19,.105
070161700022011,math,G03,20,.25
070161700022011,math,G04,29,.138
070161700022011,math,G05,19,0
070161700022012,ela,G03,24,.5
070161700022012,ela,G04,29,.448
070161700022012,ela,G05,34,.206
070161700022012,math,G03,24,.375
070161700022012,math,G04,29,.207
070161700022012,math,G05,34,.088
070161700022013,ela,G03,15,.267
070161700022013,ela,G04,10,.3
070161700022013,ela,G05,*,--
070161700022013,math,G03,15,.2
070161700022013,math,G04,10,.3
070161700022013,math,G05,*,--
070161710021001,ela,G05,108,.224
070161710021001,ela,G06,133,.264
070161710021001,ela,G07,123,.521
070161710021001,ela,G08,118,.683
070161710021001,math,G05,108,.037
070161710021001,math,G06,133,.046
070161710021001,math,G07,123,.138
070161710021001,math,G08,118,.085
070161710022001,ela,G03,88,.216
070161710022001,ela,G04,117,.103
070161710022001,ela,G05,*,--
070161710022001,math,G03,88,.19
070161710022001,math,G04,117,.06
070161710022001,math,G05,*,--
070161720022001,ela,G03,43,.07
070161720022001,ela,G04,39,0
070161720022001,ela,G05,53,0
070161720022001,ela,G06,49,.244
070161720022001,ela,G07,40,.2
070161720022001,ela,G08,45,.333
070161720022001,math,G03,43,.07
070161720022001,math,G04,39,0
070161720022001,math,G05,53,0
070161720022001,math,G06,49,.102
070161720022001,math,G07,40,.05
070161720022001,math,G08,45,.156
070161940021001,ela,G05,149,.49
070161940021001,ela,G06,160,.39
070161940021001,ela,G07,136,.451
070161940021001,ela,G08,146,.634
070161940021001,math,G05,149,.136
070161940021001,math,G06,159,.089
070161940021001,math,G07,136,.081
070161940021001,math,G08,145,.07
070161940022002,ela,G03,159,.152
070161940022002,ela,G04,156,.282
070161940022002,math,G03,159,.177
070161940022002,math,G04,156,.18
070162310160001,ela,G08,*,--
070162310160001,math,G08,*,--
070162330160001,ela,G08,*,--
070162330160001,math,G08,*,--
080083080260001,ela,G06,53,.68
080083080260001,ela,G07,48,.542
080083080260001,ela,G08,52,.616
080083080260001,math,G06,54,.352
080083080260001,math,G07,48,.375
080083080260001,math,G08,51,.412
080083080262003,ela,G03,55,.637
080083080262003,ela,G04,50,.62
080083080262003,ela,G05,53,.735
080083080262003,math,G03,55,.655
080083080262003,math,G04,50,.38
080083080262003,math,G05,53,.434
080083140261001,ela,G06,59,.305
080083140261001,ela,G07,61,.18
080083140261001,ela,G08,48,.605
080083140261001,math,G06,59,.068
080083140261001,math,G07,61,.114
080083140261001,math,G08,48,.104
080083140262002,ela,G03,56,.321
080083140262002,ela,G04,58,.121
080083140262002,ela,G05,39,.308
080083140262002,math,G03,56,.429
080083140262002,math,G04,58,.222
080083140262002,math,G05,39,.103
080083990260002,ela,G06,23,.608
080083990260002,ela,G07,28,.643
080083990260002,ela,G08,34,.735
080083990260002,math,G06,23,.435
080083990260002,math,G07,28,.357
080083990260002,math,G08,34,.294
080083990262001,ela,G03,36,.417
080083990262001,ela,G04,26,.5
080083990262001,ela,G05,32,.626
080083990262001,math,G03,36,.555
080083990262001,math,G04,26,.385
080083990262001,math,G05,32,.469
080431190221001,ela,G07,37,.594
080431190221001,ela,G08,47,.766
080431190221001,math,G07,37,.513
080431190221001,math,G08,46,.587
080431190222002,ela,G03,32,.438
080431190222002,ela,G04,49,.49
080431190222002,ela,G05,40,.65
080431190222002,ela,G06,46,.587
080431190222002,math,G03,32,.438
080431190222002,math,G04,49,.429
080431190222002,math,G05,40,.35
080431190222002,math,G06,46,.239
080431200222002,ela,G03,65,.328
080431200222002,ela,G04,56,.553
080431200222002,ela,G05,52,.5
080431200222002,ela,G06,67,.508
080431200222002,ela,G07,75,.514
080431200222002,ela,G08,73,.792
080431200222002,math,G03,65,.547
080431200222002,math,G04,56,.5
080431200222002,math,G05,52,.365
080431200222002,math,G06,67,.493
080431200222002,math,G07,75,.405
080431200222002,math,G08,73,.458
080432050260001,ela,G06,26,.423
080432050260001,ela,G07,23,.434
080432050260001,ela,G08,30,.567
080432050260001,math,G06,27,.222
080432050260001,math,G07,23,.087
080432050260001,math,G08,30,.4
080432050262002,ela,G03,30,.533
080432050262002,ela,G04,28,.643
080432050262002,ela,G05,27,.852
080432050262002,math,G03,30,.934
080432050262002,math,G04,28,.5
080432050262002,math,G05,27,.555
080432060261001,ela,G06,35,.714
080432060261001,ela,G07,40,.725
080432060261001,ela,G08,48,.729
080432060261001,math,G06,35,.229
080432060261001,math,G07,40,.35
080432060261001,math,G08,48,.188
080432060262002,ela,G03,27,.556
080432060262002,ela,G04,37,.649
080432060262002,ela,G05,23,.522
080432060262002,math,G03,27,.556
080432060262002,math,G04,37,.405
080432060262002,math,G05,23,.217
080432100261001,ela,G06,27,.63
080432100261001,ela,G07,31,.742
080432100261001,ela,G08,30,.9
080432100261001,math,G06,27,.333
080432100261001,math,G07,31,.484
080432100261001,math,G08,30,.433
080432100262003,ela,G03,40,.325
080432100262003,ela,G04,27,.518
080432100262003,ela,G05,26,.692
080432100262003,math,G03,40,.45
080432100262003,math,G04,27,.481
080432100262003,math,G05,26,.461
080432110261001,ela,G06,17,.471
080432110261001,ela,G07,24,.375
080432110261001,ela,G08,16,.813
080432110261001,math,G06,16,.125
080432110261001,math,G07,24,.208
080432110261001,math,G08,16,.438
080432110262001,ela,G03,18,.5
080432110262001,ela,G04,15,.533
080432110262001,ela,G05,12,.5
080432110262001,math,G03,18,.666
080432110262001,math,G04,15,.2
080432110262001,math,G05,12,.5
080891450221002,ela,G07,233,.142
080891450221002,ela,G08,232,.264
080891450221002,math,G07,232,.091
080891450221002,math,G08,232,.108
080891450222003,ela,G03,44,.108
080891450222003,ela,G04,58,.132
080891450222003,math,G03,44,.054
080891450222003,math,G04,58,.227
080891450222004,ela,G03,58,.206
080891450222004,ela,G04,40,.5
080891450222004,math,G03,58,.293
080891450222004,math,G04,40,.5
080891450222005,ela,G03,53,.17
080891450222005,ela,G04,45,.178
080891450222005,ela,G05,*,--
080891450222005,math,G03,53,.132
080891450222005,math,G04,45,.067
080891450222005,math,G05,*,--
080891450222006,ela,G03,49,.061
080891450222006,ela,G04,62,.113
080891450222006,math,G03,48,.021
080891450222006,math,G04,62,.032
080891450222015,ela,G05,210,.135
080891450222015,ela,G06,211,.212
080891450222015,math,G05,211,.085
080891450222015,math,G06,211,.095
080891450222017,ela,G03,53,.151
080891450222017,ela,G04,44,.182
080891450222017,ela,G05,38,.395
080891450222017,ela,G06,41,.293
080891450222017,math,G03,53,.189
080891450222017,math,G04,44,.136
080891450222017,math,G05,38,.132
080891450222017,math,G06,41,.195
080892000261001,ela,G07,30,.2
080892000261001,ela,G08,46,.695
080892000261001,math,G07,30,.233
080892000261001,math,G08,46,.631
080892000262001,ela,G03,21,.286
080892000262001,ela,G04,28,.321
080892000262001,ela,G05,23,.261
080892000262001,ela,G06,27,.63
080892000262001,math,G03,21,.333
080892000262001,math,G04,28,.357
080892000262001,math,G05,23,.174
080892000262001,math,G06,27,.444
080892010260001,ela,G07,47,.383
080892010260001,ela,G08,54,.481
080892010260001,math,G07,47,.277
080892010260001,math,G08,54,.334
080892010262003,ela,G03,51,.236
080892010262003,ela,G04,59,.356
080892010262003,ela,G05,50,.52
080892010262003,ela,G06,54,.334
080892010262003,math,G03,51,.353
080892010262003,math,G04,59,.288
080892010262003,math,G05,50,.34
080892010262003,math,G06,54,.352
080892020261002,ela,G06,50,.62
080892020261002,ela,G07,62,.613
080892020261002,ela,G08,57,.86
080892020261002,math,G06,50,.12
080892020261002,math,G07,63,.429
080892020261002,math,G08,57,.667
080892020262003,ela,G03,57,.439
080892020262003,ela,G04,57,.429
080892020262003,ela,G05,60,.634
080892020262003,math,G03,57,.597
080892020262003,math,G04,57,.322
080892020262003,math,G05,60,.417
080892030261001,ela,G06,20,.6
080892030261001,ela,G07,20,.4
080892030261001,ela,G08,27,.63
080892030261001,math,G06,20,.1
080892030261001,math,G07,20,.1
080892030261001,math,G08,27,.111
080892030262003,ela,G03,25,.2
080892030262003,ela,G04,17,.53
080892030262003,ela,G05,21,.19
080892030262003,math,G03,25,.48
080892030262003,math,G04,17,.177
080892030262003,math,G05,21,.143
090100010260001,ela,G07,46,.522
090100010260001,ela,G08,55,.673
090100010260001,math,G07,46,.261
090100010260001,math,G08,55,.309
090100010262002,ela,G03,42,.452
090100010262002,ela,G04,55,.363
090100010262002,ela,G05,42,.476
