"school_id","year","level","assessment","subject","tested","proficiency"
"609803",2021,"ES","IAR/PARCC","reading",327,58.7
"609804",2021,"ES","IAR/PARCC","reading",175,18.3
"609805",2021,"ES","IAR/PARCC","reading",117,9.4
"609806",2021,"ES","IAR/PARCC","reading",199,5
"609807",2021,"ES","IAR/PARCC","reading",100,10
"609808",2021,"ES","IAR/PARCC","reading",33,6.1
"609809",2021,"ES","IAR/PARCC","reading",94,12.8
"609810",2021,"ES","IAR/PARCC","reading",383,28.7
"609811",2021,"ES","IAR/PARCC","reading",52,1.9
"609812",2021,"ES","IAR/PARCC","reading",98,7.1
"609813",2021,"ES","IAR/PARCC","reading",22,0
"609815",2021,"ES","IAR/PARCC","reading",305,5.9
"609817",2021,"ES","IAR/PARCC","reading",159,30.8
"609818",2021,"ES","IAR/PARCC","reading",47,6.4
"609819",2021,"ES","IAR/PARCC","reading",67,0
"609820",2021,"ES","IAR/PARCC","reading",306,66.7
"609821",2021,"ES","IAR/PARCC","reading",110,7.3
"609827",2021,"ES","IAR/PARCC","reading",104,8.7
"609828",2021,"ES","IAR/PARCC","reading",159,40.9
"609829",2021,"ES","IAR/PARCC","reading",152,33.6
"609830",2021,"ES","IAR/PARCC","reading",187,5.9
"609832",2021,"ES","IAR/PARCC","reading",204,25
"609833",2021,"ES","IAR/PARCC","reading",114,6.1
"609834",2021,"ES","IAR/PARCC","reading",424,13
"609835",2021,"ES","IAR/PARCC","reading",110,3.6
"609836",2021,"ES","IAR/PARCC","reading",328,39.3
"609837",2021,"ES","IAR/PARCC","reading",177,18.6
"609839",2021,"ES","IAR/PARCC","reading",107,9.3
"609842",2021,"ES","IAR/PARCC","reading",519,16.8
"609844",2021,"ES","IAR/PARCC","reading",45,4.4
"609845",2021,"ES","IAR/PARCC","reading",67,1.5
"609848",2021,"ES","IAR/PARCC","reading",56,3.6
"609849",2021,"ES","IAR/PARCC","reading",193,11.9
"609850",2021,"ES","IAR/PARCC","reading",149,28.9
"609851",2021,"ES","IAR/PARCC","reading",66,3
"609852",2021,"ES","IAR/PARCC","reading",276,35.5
"609853",2021,"ES","IAR/PARCC","reading",81,9.9
"609854",2021,"ES","IAR/PARCC","reading",61,8.2
"609855",2021,"ES","IAR/PARCC","reading",34,8.8
"609856",2021,"ES","IAR/PARCC","reading",112,9.8
"609857",2021,"ES","IAR/PARCC","reading",277,23.5
"609859",2021,"ES","IAR/PARCC","reading",214,14
"609861",2021,"ES","IAR/PARCC","reading",118,16.9
"609862",2021,"ES","IAR/PARCC","reading",67,6
"609863",2021,"ES","IAR/PARCC","reading",150,25.3
"609864",2021,"ES","IAR/PARCC","reading",57,1.8
"609865",2021,"ES","IAR/PARCC","reading",118,7.6
"609866",2021,"ES","IAR/PARCC","reading",520,51
"609867",2021,"ES","IAR/PARCC","reading",82,6.1
"609869",2021,"ES","IAR/PARCC","reading",101,4
"609870",2021,"ES","IAR/PARCC","reading",220,9.1
"609872",2021,"ES","IAR/PARCC","reading",78,16.7
"609873",2021,"ES","IAR/PARCC","reading",52,3.8
"609874",2021,"ES","IAR/PARCC","reading",282,28.4
"609875",2021,"ES","IAR/PARCC","reading",138,8
"609876",2021,"ES","IAR/PARCC","reading",133,10.5
"609879",2021,"ES","IAR/PARCC","reading",204,13.7
"609880",2021,"ES","IAR/PARCC","reading",156,84
"609883",2021,"ES","IAR/PARCC","reading",132,3
"609884",2021,"ES","IAR/PARCC","reading",250,14.8
"609885",2021,"ES","IAR/PARCC","reading",148,10.1
"609887",2021,"ES","IAR/PARCC","reading",170,18.2
"609891",2021,"ES","IAR/PARCC","reading",58,0
"609893",2021,"ES","IAR/PARCC","reading",309,19.4
"609894",2021,"ES","IAR/PARCC","reading",71,7
"609895",2021,"ES","IAR/PARCC","reading",71,12.7
"609896",2021,"ES","IAR/PARCC","reading",77,40.3
"609897",2021,"ES","IAR/PARCC","reading",66,6.1
"609898",2021,"ES","IAR/PARCC","reading",186,9.7
"609899",2021,"ES","IAR/PARCC","reading",439,57.4
"609900",2021,"ES","IAR/PARCC","reading",94,7.4
"609901",2021,"ES","IAR/PARCC","reading",298,57.7
"609902",2021,"ES","IAR/PARCC","reading",26,3.8
"609903",2021,"ES","IAR/PARCC","reading",179,12.3
"609904",2021,"ES","IAR/PARCC","reading",142,6.3
"609907",2021,"ES","IAR/PARCC","reading",30,6.7
"609908",2021,"ES","IAR/PARCC","reading",54,3.7
"609909",2021,"ES","IAR/PARCC","reading",46,37
"609910",2021,"ES","IAR/PARCC","reading",130,11.5
"609912",2021,"ES","IAR/PARCC","reading",137,27.7
"609917",2021,"ES","IAR/PARCC","reading",138,16.7
"609918",2021,"ES","IAR/PARCC","reading",135,12.6
"609919",2021,"ES","IAR/PARCC","reading",72,1.4
"609920",2021,"ES","IAR/PARCC","reading",162,7.4
"609921",2021,"ES","IAR/PARCC","reading",56,7.1
"609922",2021,"ES","IAR/PARCC","reading",72,4.2
"609924",2021,"ES","IAR/PARCC","reading",201,3.5
"609925",2021,"ES","IAR/PARCC","reading",65,7.7
"609926",2021,"ES","IAR/PARCC","reading",158,41.1
"609927",2021,"ES","IAR/PARCC","reading",144,6.3
"609928",2021,"ES","IAR/PARCC","reading",167,4.8
"609929",2021,"ES","IAR/PARCC","reading",54,3.7
"609930",2021,"ES","IAR/PARCC","reading",211,6.2
"609933",2021,"ES","IAR/PARCC","reading",72,5.6
"609935",2021,"ES","IAR/PARCC","reading",111,3.6
"609937",2021,"ES","IAR/PARCC","reading",455,38.2
"609938",2021,"ES","IAR/PARCC","reading",455,22.4
"609939",2021,"ES","IAR/PARCC","reading",58,3.4
"609941",2021,"ES","IAR/PARCC","reading",105,1.9
"609942",2021,"ES","IAR/PARCC","reading",180,14.4
"609943",2021,"ES","IAR/PARCC","reading",96,1
"609944",2021,"ES","IAR/PARCC","reading",170,14.1
"609945",2021,"ES","IAR/PARCC","reading",116,14.7
"609947",2021,"ES","IAR/PARCC","reading",148,7.4
"609949",2021,"ES","IAR/PARCC","reading",151,13.9
"609951",2021,"ES","IAR/PARCC","reading",102,5.9
"609952",2021,"ES","IAR/PARCC","reading",72,15.3
"609954",2021,"ES","IAR/PARCC","reading",151,2
"609955",2021,"ES","IAR/PARCC","reading",38,0
"609956",2021,"ES","IAR/PARCC","reading",112,22.3
"609958",2021,"ES","IAR/PARCC","reading",140,12.1
"609959",2021,"ES","IAR/PARCC","reading",264,30.7
"609960",2021,"ES","IAR/PARCC","reading",315,21
"609961",2021,"ES","IAR/PARCC","reading",94,10.6
"609963",2021,"ES","IAR/PARCC","reading",234,52.1
"609964",2021,"ES","IAR/PARCC","reading",189,4.8
"609966",2021,"ES","IAR/PARCC","reading",110,7.3
"609967",2021,"ES","IAR/PARCC","reading",36,2.8
"609968",2021,"ES","IAR/PARCC","reading",323,9.9
"609969",2021,"ES","IAR/PARCC","reading",70,15.7
"609971",2021,"ES","IAR/PARCC","reading",50,0
"609972",2021,"ES","IAR/PARCC","reading",422,19.4
"609973",2021,"ES","IAR/PARCC","reading",165,12.1
"609974",2021,"ES","IAR/PARCC","reading",339,68.1
"609975",2021,"ES","IAR/PARCC","reading",82,3.7
"609976",2021,"ES","IAR/PARCC","reading",149,27.5
"609977",2021,"ES","IAR/PARCC","reading",44,20.5
"609978",2021,"ES","IAR/PARCC","reading",48,6.3
"609979",2021,"ES","IAR/PARCC","reading",371,30.7
"609981",2021,"ES","IAR/PARCC","reading",40,2.5
"609983",2021,"ES","IAR/PARCC","reading",101,3
"609985",2021,"ES","IAR/PARCC","reading",55,10.9
"609986",2021,"ES","IAR/PARCC","reading",76,3.9
"609987",2021,"ES","IAR/PARCC","reading",73,11
"609988",2021,"ES","IAR/PARCC","reading",89,14.6
"609990",2021,"ES","IAR/PARCC","reading",216,34.7
"609991",2021,"ES","IAR/PARCC","reading",109,0.9
"609993",2021,"ES","IAR/PARCC","reading",116,6.9
"609994",2021,"ES","IAR/PARCC","reading",141,8.5
"609995",2021,"ES","IAR/PARCC","reading",242,30.2
"609996",2021,"ES","IAR/PARCC","reading",133,21.1
"609997",2021,"ES","IAR/PARCC","reading",65,1.5
"610000",2021,"ES","IAR/PARCC","reading",113,3.5
"610002",2021,"ES","IAR/PARCC","reading",28,17.9
"610003",2021,"ES","IAR/PARCC","reading",97,3.1
"610004",2021,"ES","IAR/PARCC","reading",34,5.9
"610005",2021,"ES","IAR/PARCC","reading",125,0.8
"610006",2021,"ES","IAR/PARCC","reading",195,12.8
"610009",2021,"ES","IAR/PARCC","reading",138,33.3
"610010",2021,"ES","IAR/PARCC","reading",52,32.7
"610011",2021,"ES","IAR/PARCC","reading",272,31.3
"610013",2021,"ES","IAR/PARCC","reading",54,0
"610015",2021,"ES","IAR/PARCC","reading",23,13
"610016",2021,"ES","IAR/PARCC","reading",87,24.1
"610017",2021,"ES","IAR/PARCC","reading",273,12.8
"610019",2021,"ES","IAR/PARCC","reading",55,14.5
"610021",2021,"ES","IAR/PARCC","reading",188,20.7
"610022",2021,"ES","IAR/PARCC","reading",92,7.6
"610024",2021,"ES","IAR/PARCC","reading",190,17.4
"610026",2021,"ES","IAR/PARCC","reading",332,37
"610027",2021,"ES","IAR/PARCC","reading",114,11.4
"610029",2021,"ES","IAR/PARCC","reading",33,6.1
"610030",2021,"ES","IAR/PARCC","reading",137,2.2
"610032",2021,"ES","IAR/PARCC","reading",25,4
"610033",2021,"ES","IAR/PARCC","reading",216,38.9
"610034",2021,"ES","IAR/PARCC","reading",68,1.5
"610036",2021,"ES","IAR/PARCC","reading",54,14.8
"610037",2021,"ES","IAR/PARCC","reading",138,15.2
"610038",2021,"ES","IAR/PARCC","reading",562,65.3
"610039",2021,"ES","IAR/PARCC","reading",293,30.4
"610040",2021,"ES","IAR/PARCC","reading",102,2
"610041",2021,"ES","IAR/PARCC","reading",322,18.9
"610043",2021,"ES","IAR/PARCC","reading",68,7.4
"610044",2021,"ES","IAR/PARCC","reading",17,0
"610046",2021,"ES","IAR/PARCC","reading",264,23.1
"610047",2021,"ES","IAR/PARCC","reading",40,2.5
"610048",2021,"ES","IAR/PARCC","reading",103,2.9
"610051",2021,"ES","IAR/PARCC","reading",91,7.7
"610052",2021,"ES","IAR/PARCC","reading",160,13.1
"610053",2021,"ES","IAR/PARCC","reading",184,5.4
"610054",2021,"ES","IAR/PARCC","reading",134,17.2
"610055",2021,"ES","IAR/PARCC","reading",39,5.1
"610056",2021,"ES","IAR/PARCC","reading",117,5.1
"610057",2021,"ES","IAR/PARCC","reading",112,5.4
"610059",2021,"ES","IAR/PARCC","reading",350,58.3
"610060",2021,"ES","IAR/PARCC","reading",294,25.2
"610062",2021,"ES","IAR/PARCC","reading",91,11
"610063",2021,"ES","IAR/PARCC","reading",74,8.1
"610065",2021,"ES","IAR/PARCC","reading",62,8.1
"610066",2021,"ES","IAR/PARCC","reading",51,54.9
"610067",2021,"ES","IAR/PARCC","reading",60,3.3
"610068",2021,"ES","IAR/PARCC","reading",191,8.9
"610070",2021,"ES","IAR/PARCC","reading",267,15.4
"610073",2021,"ES","IAR/PARCC","reading",187,51.9
"610074",2021,"ES","IAR/PARCC","reading",350,10.6
"610076",2021,"ES","IAR/PARCC","reading",180,8.3
"610077",2021,"ES","IAR/PARCC","reading",77,5.2
"610078",2021,"ES","IAR/PARCC","reading",263,27.8
"610081",2021,"ES","IAR/PARCC","reading",260,36.5
"610082",2021,"ES","IAR/PARCC","reading",720,44.9
"610084",2021,"ES","IAR/PARCC","reading",147,88.4
"610086",2021,"ES","IAR/PARCC","reading",125,5.6
"610088",2021,"ES","IAR/PARCC","reading",70,2.9
"610089",2021,"ES","IAR/PARCC","reading",149,17.4
"610090",2021,"ES","IAR/PARCC","reading",139,22.3
"610091",2021,"ES","IAR/PARCC","reading",135,6.7
"610092",2021,"ES","IAR/PARCC","reading",81,1.2
"610093",2021,"ES","IAR/PARCC","reading",50,4
"610094",2021,"ES","IAR/PARCC","reading",350,44
"610095",2021,"ES","IAR/PARCC","reading",202,28.7
"610096",2021,"ES","IAR/PARCC","reading",225,13.3
"610097",2021,"ES","IAR/PARCC","reading",135,3
"610098",2021,"ES","IAR/PARCC","reading",411,11.7
"610099",2021,"ES","IAR/PARCC","reading",229,37.6
"610100",2021,"ES","IAR/PARCC","reading",14,7.1
"610101",2021,"ES","IAR/PARCC","reading",285,20
"610102",2021,"ES","IAR/PARCC","reading",23,0
"610103",2021,"ES","IAR/PARCC","reading",98,0
"610104",2021,"ES","IAR/PARCC","reading",311,19.9
"610105",2021,"ES","IAR/PARCC","reading",263,28.5
"610106",2021,"ES","IAR/PARCC","reading",133,2.3
"610107",2021,"ES","IAR/PARCC","reading",82,7.3
"610108",2021,"ES","IAR/PARCC","reading",69,1.4
"610109",2021,"ES","IAR/PARCC","reading",106,14.2
"610110",2021,"ES","IAR/PARCC","reading",34,2.9
"610111",2021,"ES","IAR/PARCC","reading",260,30.8
"610112",2021,"ES","IAR/PARCC","reading",192,2.1
"610115",2021,"ES","IAR/PARCC","reading",64,9.4
"610116",2021,"ES","IAR/PARCC","reading",39,2.6
"610117",2021,"ES","IAR/PARCC","reading",120,17.5
"610120",2021,"ES","IAR/PARCC","reading",84,14.3
"610121",2021,"ES","IAR/PARCC","reading",54,7.4
"610122",2021,"ES","IAR/PARCC","reading",305,31.8
"610123",2021,"ES","IAR/PARCC","reading",78,0
"610124",2021,"ES","IAR/PARCC","reading",59,0
"610125",2021,"ES","IAR/PARCC","reading",139,10.8
"610126",2021,"ES","IAR/PARCC","reading",288,10.4
"610127",2021,"ES","IAR/PARCC","reading",310,21.9
"610128",2021,"ES","IAR/PARCC","reading",97,4.1
"610129",2021,"ES","IAR/PARCC","reading",202,23.8
"610130",2021,"ES","IAR/PARCC","reading",66,16.7
"610131",2021,"ES","IAR/PARCC","reading",86,14
"610132",2021,"ES","IAR/PARCC","reading",83,63.9
"610133",2021,"ES","IAR/PARCC","reading",111,6.3
"610135",2021,"ES","IAR/PARCC","reading",295,21.7
"610136",2021,"ES","IAR/PARCC","reading",162,47.5
"610137",2021,"ES","IAR/PARCC","reading",202,24.8
"610138",2021,"ES","IAR/PARCC","reading",393,39.2
"610139",2021,"ES","IAR/PARCC","reading",53,0
"610141",2021,"ES","IAR/PARCC","reading",239,41.8
"610142",2021,"ES","IAR/PARCC","reading",200,17.5
"610143",2021,"ES","IAR/PARCC","reading",77,6.5
"610144",2021,"ES","IAR/PARCC","reading",140,9.3
"610145",2021,"ES","IAR/PARCC","reading",155,23.2
"610146",2021,"ES","IAR/PARCC","reading",114,1.8
"610147",2021,"ES","IAR/PARCC","reading",230,37
"610148",2021,"ES","IAR/PARCC","reading",173,12.7
"610152",2021,"ES","IAR/PARCC","reading",98,6.1
"610153",2021,"ES","IAR/PARCC","reading",95,1.1
"610155",2021,"ES","IAR/PARCC","reading",350,44.9
"610157",2021,"ES","IAR/PARCC","reading",245,6.1
"610158",2021,"ES","IAR/PARCC","reading",142,18.3
"610159",2021,"ES","IAR/PARCC","reading",332,22.3
"610165",2021,"ES","IAR/PARCC","reading",91,7.7
"610167",2021,"ES","IAR/PARCC","reading",342,5.8
"610170",2021,"ES","IAR/PARCC","reading",425,28.2
"610171",2021,"ES","IAR/PARCC","reading",82,4.9
"610172",2021,"ES","IAR/PARCC","reading",54,0
"610173",2021,"ES","IAR/PARCC","reading",93,15.1
"610174",2021,"ES","IAR/PARCC","reading",68,7.4
"610175",2021,"ES","IAR/PARCC","reading",134,6.7
"610176",2021,"ES","IAR/PARCC","reading",145,9
"610177",2021,"ES","IAR/PARCC","reading",570,67
"610178",2021,"ES","IAR/PARCC","reading",45,6.7
"610179",2021,"ES","IAR/PARCC","reading",169,18.9
"610180",2021,"ES","IAR/PARCC","reading",103,3.9
"610182",2021,"ES","IAR/PARCC","reading",96,44.8
"610183",2021,"ES","IAR/PARCC","reading",106,3.8
"610184",2021,"ES","IAR/PARCC","reading",62,3.2
"610185",2021,"ES","IAR/PARCC","reading",360,10.8
"610188",2021,"ES","IAR/PARCC","reading",36,2.8
"610191",2021,"ES","IAR/PARCC","reading",203,44.3
"610192",2021,"ES","IAR/PARCC","reading",126,5.6
"610193",2021,"ES","IAR/PARCC","reading",123,13.8
"610194",2021,"ES","IAR/PARCC","reading",111,0.9
"610195",2021,"ES","IAR/PARCC","reading",186,18.8
"610196",2021,"ES","IAR/PARCC","reading",106,12.3
"610197",2021,"ES","IAR/PARCC","reading",132,10.6
"610198",2021,"ES","IAR/PARCC","reading",110,8.2
"610199",2021,"ES","IAR/PARCC","reading",41,9.8
"610200",2021,"ES","IAR/PARCC","reading",88,3.4
"610201",2021,"ES","IAR/PARCC","reading",375,36
"610202",2021,"ES","IAR/PARCC","reading",45,4.4
"610203",2021,"ES","IAR/PARCC","reading",137,8
"610206",2021,"ES","IAR/PARCC","reading",258,24.8
"610207",2021,"ES","IAR/PARCC","reading",80,16.3
"610208",2021,"ES","IAR/PARCC","reading",38,5.3
"610209",2021,"ES","IAR/PARCC","reading",160,11.3
"610212",2021,"ES","IAR/PARCC","reading",227,25.6
"610213",2021,"ES","IAR/PARCC","reading",201,9
"610215",2021,"ES","IAR/PARCC","reading",194,6.2
"610216",2021,"ES","IAR/PARCC","reading",102,3.9
"610217",2021,"ES","IAR/PARCC","reading",275,26.9
"610218",2021,"ES","IAR/PARCC","reading",69,10.1
"610219",2021,"ES","IAR/PARCC","reading",222,16.7
"610220",2021,"ES","IAR/PARCC","reading",303,45.5
"610221",2021,"ES","IAR/PARCC","reading",76,14.5
"610223",2021,"ES","IAR/PARCC","reading",77,0
"610225",2021,"ES","IAR/PARCC","reading",50,10
"610226",2021,"ES","IAR/PARCC","reading",158,13.9
"610227",2021,"ES","IAR/PARCC","reading",239,13
"610228",2021,"ES","IAR/PARCC","reading",23,8.7
"610229",2021,"ES","IAR/PARCC","reading",231,57.1
"610230",2021,"ES","IAR/PARCC","reading",257,45.5
"610231",2021,"ES","IAR/PARCC","reading",153,30.1
"610234",2021,"ES","IAR/PARCC","reading",103,6.8
"610235",2021,"ES","IAR/PARCC","reading",110,4.5
"610237",2021,"ES","IAR/PARCC","reading",78,5.1
"610238",2021,"ES","IAR/PARCC","reading",67,6
"610239",2021,"ES","IAR/PARCC","reading",173,2.9
"610242",2021,"ES","IAR/PARCC","reading",181,21
"610246",2021,"ES","IAR/PARCC","reading",202,14.4
"610248",2021,"ES","IAR/PARCC","reading",233,28.3
"610249",2021,"ES","IAR/PARCC","reading",153,18.3
"610250",2021,"ES","IAR/PARCC","reading",113,15
"610251",2021,"ES","IAR/PARCC","reading",55,9.1
"610252",2021,"ES","IAR/PARCC","reading",123,1.6
"610254",2021,"ES","IAR/PARCC","reading",102,5.9
"610256",2021,"ES","IAR/PARCC","reading",24,20.8
"610257",2021,"ES","IAR/PARCC","reading",63,4.8
"610263",2021,"ES","IAR/PARCC","reading",108,2.8
"610268",2021,"ES","IAR/PARCC","reading",66,9.1
"610269",2021,"ES","IAR/PARCC","reading",80,10
"610271",2021,"ES","IAR/PARCC","reading",78,3.8
"610274",2021,"ES","IAR/PARCC","reading",113,8.8
"610276",2021,"ES","IAR/PARCC","reading",84,6
"610279",2021,"ES","IAR/PARCC","reading",134,4.5
"610281",2021,"ES","IAR/PARCC","reading",101,5.9
"610282",2021,"ES","IAR/PARCC","reading",107,5.6
"610284",2021,"ES","IAR/PARCC","reading",108,14.8
"610287",2021,"ES","IAR/PARCC","reading",139,10.8
"610290",2021,"ES","IAR/PARCC","reading",67,3
"610291",2021,"ES","IAR/PARCC","reading",105,12.4
"610293",2021,"ES","IAR/PARCC","reading",130,0.8
"610295",2021,"ES","IAR/PARCC","reading",80,2.5
"610298",2021,"ES","IAR/PARCC","reading",137,63.5
"610299",2021,"ES","IAR/PARCC","reading",43,0
"610300",2021,"ES","IAR/PARCC","reading",48,4.2
"610305",2021,"ES","IAR/PARCC","reading",167,2.4
"610312",2021,"ES","IAR/PARCC","reading",27,18.5
"610313",2021,"ES","IAR/PARCC","reading",161,11.2
"610315",2021,"ES","IAR/PARCC","reading",36,0
"610316",2021,"ES","IAR/PARCC","reading",77,31.2
"610317",2021,"ES","IAR/PARCC","reading",152,10.5
"610319",2021,"ES","IAR/PARCC","reading",133,21.1
"610325",2021,"ES","IAR/PARCC","reading",172,8.7
"610329",2021,"ES","IAR/PARCC","reading",159,38.4
"610339",2021,"ES","IAR/PARCC","reading",104,1
"610342",2021,"ES","IAR/PARCC","reading",139,1.4
"610345",2021,"ES","IAR/PARCC","reading",104,9.6
"610347",2021,"ES","IAR/PARCC","reading",63,4.8
"610350",2021,"ES","IAR/PARCC","reading",186,16.1
"610352",2021,"ES","IAR/PARCC","reading",282,15.6
"610353",2021,"ES","IAR/PARCC","reading",117,8.5
"610354",2021,"ES","IAR/PARCC","reading",67,14.9
"610355",2021,"ES","IAR/PARCC","reading",56,10.7
"610362",2021,"ES","IAR/PARCC","reading",95,12.6
"610363",2021,"ES","IAR/PARCC","reading",456,40.4
"610364",2021,"ES","IAR/PARCC","reading",105,2.9
"610366",2021,"ES","IAR/PARCC","reading",44,6.8
"610367",2021,"ES","IAR/PARCC","reading",138,4.3
"610368",2021,"ES","IAR/PARCC","reading",135,6.7
"610369",2021,"ES","IAR/PARCC","reading",71,0
"610391",2021,"ES","IAR/PARCC","reading",117,60.7
"610396",2021,"ES","IAR/PARCC","reading",162,9.3
"610405",2021,"ES","IAR/PARCC","reading",90,13.3
"610503",2021,"ES","IAR/PARCC","reading",132,14.4
"610515",2021,"ES","IAR/PARCC","reading",132,33.3
"610520",2021,"ES","IAR/PARCC","reading",213,51.6
"610521",2021,"ES","IAR/PARCC","reading",97,15.5
"610523",2021,"ES","IAR/PARCC","reading",228,30.7
"610530",2021,"ES","IAR/PARCC","reading",44,4.5
"610532",2021,"ES","IAR/PARCC","reading",308,9.4
"610533",2021,"ES","IAR/PARCC","reading",151,4
"610534",2021,"ES","IAR/PARCC","reading",270,85.2
"610539",2021,"ES","IAR/PARCC","reading",123,19.5
"610541",2021,"ES","IAR/PARCC","reading",364,12.6
"610542",2021,"ES","IAR/PARCC","reading",113,16.8
"610544",2021,"ES","IAR/PARCC","reading",423,21
"610548",2021,"ES","IAR/PARCC","reading",92,60.9
"610559",2021,"ES","IAR/PARCC","reading",108,9.3
"610564",2021,"ES","IAR/PARCC","reading",46,39.1
"610586",2021,"ES","IAR/PARCC","reading",112,12.5
"610588",2021,"ES","IAR/PARCC","reading",255,15.3
"610589",2021,"ES","IAR/PARCC","reading",87,21.8
"610590",2021,"ES","IAR/PARCC","reading",111,52.3
"400009",2019,"ES","IAR/PARCC","reading",95,12.6
"400011",2019,"ES","IAR/PARCC","reading",260,43.8
"400017",2019,"ES","IAR/PARCC","reading",304,16.4
"400021",2019,"ES","IAR/PARCC","reading",333,15
"400023",2019,"ES","IAR/PARCC","reading",341,42.2
"400024",2019,"ES","IAR/PARCC","reading",445,31
"400025",2019,"ES","IAR/PARCC","reading",449,19.2
"400027",2019,"ES","IAR/PARCC","reading",371,32.6
"400028",2019,"ES","IAR/PARCC","reading",282,20.6
"400029",2019,"ES","IAR/PARCC","reading",300,38
"400030",2019,"ES","IAR/PARCC","reading",346,27.5
"400031",2019,"ES","IAR/PARCC","reading",477,14.9
"400033",2019,"ES","IAR/PARCC","reading",853,14.5
"400035",2019,"ES","IAR/PARCC","reading",247,19.4
"400036",2019,"ES","IAR/PARCC","reading",292,20.9
"400039",2019,"ES","IAR/PARCC","reading",260,27.7
"400040",2019,"ES","IAR/PARCC","reading",223,10.3
"400043",2019,"ES","IAR/PARCC","reading",135,11.9
"400044",2019,"ES","IAR/PARCC","reading",565,20.2
"400045",2019,"ES","IAR/PARCC","reading",132,22.7
"400046",2019,"ES","IAR/PARCC","reading",352,28.1
"400047",2019,"ES","IAR/PARCC","reading",217,25.3
"400048",2019,"ES","IAR/PARCC","reading",234,38
"400049",2019,"ES","IAR/PARCC","reading",304,18.4
"400050",2019,"ES","IAR/PARCC","reading",301,15.6
"400052",2019,"ES","IAR/PARCC","reading",313,13.1
"400060",2019,"ES","IAR/PARCC","reading",233,26.6
"400061",2019,"ES","IAR/PARCC","reading",118,14.4
"400064",2019,"ES","IAR/PARCC","reading",96,21.9
"400066",2019,"ES","IAR/PARCC","reading",52,9.6
"400068",2019,"ES","IAR/PARCC","reading",149,3.4
"400069",2019,"ES","IAR/PARCC","reading",283,18.4
"400071",2019,"ES","IAR/PARCC","reading",278,20.9
"400075",2019,"ES","IAR/PARCC","reading",238,21
"400076",2019,"ES","IAR/PARCC","reading",160,25.6
"400078",2019,"ES","IAR/PARCC","reading",16,0
"400079",2019,"ES","IAR/PARCC","reading",411,35
"400080",2019,"ES","IAR/PARCC","reading",408,24.3
"400081",2019,"ES","IAR/PARCC","reading",175,25.1
"400082",2019,"ES","IAR/PARCC","reading",373,29
"400083",2019,"ES","IAR/PARCC","reading",236,13.1
"400084",2019,"ES","IAR/PARCC","reading",192,38.5
"400089",2019,"ES","IAR/PARCC","reading",373,19.3
"400092",2019,"ES","IAR/PARCC","reading",211,10
"400096",2019,"ES","IAR/PARCC","reading",696,24.4
"400101",2019,"ES","IAR/PARCC","reading",377,20.4
"400107",2019,"ES","IAR/PARCC","reading",263,26.6
"400111",2019,"ES","IAR/PARCC","reading",332,31.3
"400112",2019,"ES","IAR/PARCC","reading",380,33.9
"400114",2019,"ES","IAR/PARCC","reading",184,24.5
"400115",2019,"ES","IAR/PARCC","reading",353,25.2
"400116",2019,"ES","IAR/PARCC","reading",144,4.2
"400120",2019,"ES","IAR/PARCC","reading",374,16
"400121",2019,"ES","IAR/PARCC","reading",336,20.2
"400146",2019,"ES","IAR/PARCC","reading",367,23.7
"400151",2019,"ES","IAR/PARCC","reading",139,19.4
"400153",2019,"ES","IAR/PARCC","reading",379,29
"400159",2019,"ES","IAR/PARCC","reading",201,35.3
"400161",2019,"ES","IAR/PARCC","reading",241,10.8
"400162",2019,"ES","IAR/PARCC","reading",323,24.8
"400163",2019,"ES","IAR/PARCC","reading",336,13.1
"400165",2019,"ES","IAR/PARCC","reading",261,18
"400167",2019,"ES","IAR/PARCC","reading",401,20.9
"400168",2019,"ES","IAR/PARCC","reading",149,28.2
"400171",2019,"ES","IAR/PARCC","reading",106,9.4
"400178",2019,"ES","IAR/PARCC","reading",174,16.7
"400180",2019,"ES","IAR/PARCC","reading",297,27.3
"609716",2019,"ES","IAR/PARCC","reading",137,5.1
"609720",2019,"ES","IAR/PARCC","reading",83,79.5
"609725",2019,"ES","IAR/PARCC","reading",91,50.5
"609726",2019,"ES","IAR/PARCC","reading",114,43
"609728",2019,"ES","IAR/PARCC","reading",42,9.5
"609734",2019,"ES","IAR/PARCC","reading",126,77.8
"609746",2019,"ES","IAR/PARCC","reading",279,50.9
"609755",2019,"ES","IAR/PARCC","reading",239,94.6
"609772",2019,"ES","IAR/PARCC","reading",441,28.1
"609773",2019,"ES","IAR/PARCC","reading",302,45.7
"609774",2019,"ES","IAR/PARCC","reading",310,59
"609777",2019,"ES","IAR/PARCC","reading",138,22.5
"609779",2019,"ES","IAR/PARCC","reading",849,37.9
"609780",2019,"ES","IAR/PARCC","reading",276,9.8
"609782",2019,"ES","IAR/PARCC","reading",260,40.4
"609786",2019,"ES","IAR/PARCC","reading",169,15.4
"609788",2019,"ES","IAR/PARCC","reading",168,29.8
"609789",2019,"ES","IAR/PARCC","reading",341,10
"609790",2019,"ES","IAR/PARCC","reading",229,6.6
"609791",2019,"ES","IAR/PARCC","reading",266,7.9
"609792",2019,"ES","IAR/PARCC","reading",595,31.8
"609793",2019,"ES","IAR/PARCC","reading",280,3.2
"609794",2019,"ES","IAR/PARCC","reading",179,92.2
"609795",2019,"ES","IAR/PARCC","reading",146,35.6
